County,Year,Hispanic/Race,Sex,Age Group,Value,Estimate/Projection,vintage,fips
Bladen,2024,NHWhite,Male,Population Age 65-69,485,Projection,2024,37017
Bladen,2024,Hispanic,Female,Population Age 80-84,8,Projection,2024,37017
Graham,2024,NHWhite,Female,Population Age 65-69,290,Projection,2024,37075
Cumberland,2024,NHOther,Female,Population Age 75-79,2437,Projection,2024,37051
Hyde,2024,NHWhite,Male,Population Age 75-79,63,Projection,2024,37095
Hyde,2024,NHOther,Male,Population Age 80-84,11,Projection,2024,37095
Brunswick,2024,NHOther,Female,Population Age 70-74,945,Projection,2024,37019
Currituck,2024,Hispanic,Male,Population Age 65-69,15,Projection,2024,37053
Martin,2024,NHOther,Male,Population Age 80-84,107,Projection,2024,37117
Bladen,2024,Hispanic,Male,Population Age 75-79,9,Projection,2024,37017
Lincoln,2024,Hispanic,Female,Population Age 70-74,54,Projection,2024,37109
Lincoln,2024,Hispanic,Male,Population Age 80-84,32,Projection,2024,37109
Henderson,2024,Hispanic,Female,Population Age 80-84,40,Projection,2024,37089
Franklin,2024,Hispanic,Female,Population Age 70-74,49,Projection,2024,37069
Bladen,2024,NHOther,Female,Population Age 75-79,275,Projection,2024,37017
Moore,2024,Hispanic,Male,Population Age 75-79,19,Projection,2024,37125
Lenoir,2024,NHWhite,Male,Population Age 75-79,554,Projection,2024,37107
Ashe,2024,NHWhite,Male,Population Age 75-79,716,Projection,2024,37009
Nash,2024,Hispanic,Female,Population Age 65-69,69,Projection,2024,37127
Tyrrell,2024,Hispanic,Male,Population Age 65-69,3,Projection,2024,37177
Vance,2024,NHWhite,Male,Population Age 70-74,523,Projection,2024,37181
Gates,2024,NHWhite,Female,Population Age 65-69,253,Projection,2024,37073
Gates,2024,NHOther,Male,Population Age 65-69,134,Projection,2024,37073
Brunswick,2024,Hispanic,Female,Population Age 65-69,246,Projection,2024,37019
Richmond,2024,Hispanic,Female,Population Age 65-69,27,Projection,2024,37153
Currituck,2024,NHOther,Female,Population Age 70-74,118,Projection,2024,37053
Currituck,2024,NHOther,Male,Population Age 65-69,159,Projection,2024,37053
Currituck,2024,NHOther,Male,Population Age 75-79,39,Projection,2024,37053
Washington,2024,NHOther,Female,Population Age 75-79,142,Projection,2024,37187
Macon,2024,NHOther,Male,Population Age 70-74,50,Projection,2024,37113
Madison,2024,NHOther,Female,Population Age 75-79,21,Projection,2024,37115
Montgomery,2024,NHOther,Male,Population Age 75-79,61,Projection,2024,37123
Beaufort,2024,NHWhite,Male,Population Age 75-79,936,Projection,2024,37013
Anson,2024,Hispanic,Male,Population Age 70-74,4,Projection,2024,37007
Alexander,2024,NHWhite,Female,Population Age 70-74,1002,Projection,2024,37003
Alexander,2024,NHWhite,Female,Population Age 80-84,553,Projection,2024,37003
Buncombe,2024,NHOther,Male,Population Age 80-84,275,Projection,2024,37021
Alleghany,2024,Hispanic,Female,Population Age 80-84,5,Projection,2024,37005
Alleghany,2024,NHOther,Female,Population Age 65-69,16,Projection,2024,37005
Alleghany,2024,NHOther,Female,Population Age 80-84,4,Projection,2024,37005
Gaston,2024,NHWhite,Female,Population Age 75-79,3696,Projection,2024,37071
Tyrrell,2024,NHWhite,Male,Population Age 70-74,66,Projection,2024,37177
Dare,2024,NHOther,Male,Population Age 80-84,10,Projection,2024,37055
Rutherford,2024,NHOther,Female,Population Age 80-84,105,Projection,2024,37161
Forsyth,2024,NHWhite,Female,Population Age 70-74,7177,Projection,2024,37067
Iredell,2024,NHOther,Male,Population Age 70-74,578,Projection,2024,37097
Ashe,2024,Hispanic,Male,Population Age 75-79,6,Projection,2024,37009
New Hanover,2024,NHOther,Female,Population Age 65-69,1585,Projection,2024,37129
Vance,2024,Hispanic,Female,Population Age 70-74,21,Projection,2024,37181
Robeson,2024,NHOther,Female,Population Age 75-79,1320,Projection,2024,37155
Granville,2024,Hispanic,Female,Population Age 80-84,7,Projection,2024,37077
Forsyth,2024,NHWhite,Male,Population Age 65-69,6823,Projection,2024,37067
Wilson,2024,NHWhite,Female,Population Age 65-69,1418,Projection,2024,37195
Harnett,2024,NHOther,Male,Population Age 65-69,851,Projection,2024,37085
Greene,2024,NHWhite,Female,Population Age 70-74,296,Projection,2024,37079
Greene,2024,Hispanic,Male,Population Age 70-74,16,Projection,2024,37079
Greene,2024,NHOther,Female,Population Age 80-84,68,Projection,2024,37079
Alleghany,2024,NHWhite,Female,Population Age 70-74,454,Projection,2024,37005
Beaufort,2024,Hispanic,Female,Population Age 80-84,4,Projection,2024,37013
Macon,2024,NHOther,Male,Population Age 75-79,27,Projection,2024,37113
Avery,2024,NHWhite,Female,Population Age 75-79,466,Projection,2024,37011
Halifax,2024,NHOther,Female,Population Age 80-84,404,Projection,2024,37083
Clay,2024,NHOther,Female,Population Age 75-79,10,Projection,2024,37043
Ashe,2024,NHOther,Male,Population Age 75-79,21,Projection,2024,37009
Avery,2024,Hispanic,Female,Population Age 70-74,7,Projection,2024,37011
Rowan,2024,NHOther,Female,Population Age 80-84,354,Projection,2024,37159
Richmond,2024,Hispanic,Male,Population Age 70-74,16,Projection,2024,37153
Richmond,2024,NHOther,Male,Population Age 70-74,308,Projection,2024,37153
Scotland,2024,NHWhite,Female,Population Age 65-69,508,Projection,2024,37165
Rowan,2024,NHWhite,Female,Population Age 65-69,3752,Projection,2024,37159
Franklin,2024,Hispanic,Male,Population Age 75-79,24,Projection,2024,37069
Hyde,2024,Hispanic,Female,Population Age 80-84,0,Projection,2024,37095
Chowan,2024,NHOther,Male,Population Age 70-74,136,Projection,2024,37041
Lenoir,2024,NHWhite,Male,Population Age 70-74,619,Projection,2024,37107
Lenoir,2024,NHWhite,Female,Population Age 75-79,876,Projection,2024,37107
Chatham,2024,NHOther,Male,Population Age 70-74,372,Projection,2024,37037
Chowan,2024,NHOther,Female,Population Age 70-74,201,Projection,2024,37041
Johnston,2024,NHWhite,Female,Population Age 65-69,4964,Projection,2024,37101
Sampson,2024,NHWhite,Female,Population Age 75-79,755,Projection,2024,37163
Sampson,2024,Hispanic,Male,Population Age 65-69,123,Projection,2024,37163
Rockingham,2024,NHWhite,Female,Population Age 65-69,2730,Projection,2024,37157
Pender,2024,NHOther,Male,Population Age 80-84,100,Projection,2024,37141
Wilkes,2024,Hispanic,Female,Population Age 65-69,59,Projection,2024,37193
Wilkes,2024,NHOther,Female,Population Age 70-74,145,Projection,2024,37193
Washington,2024,Hispanic,Male,Population Age 70-74,3,Projection,2024,37187
Durham,2024,Hispanic,Female,Population Age 70-74,332,Projection,2024,37063
Yancey,2024,Hispanic,Male,Population Age 65-69,6,Projection,2024,37199
Chowan,2024,NHOther,Male,Population Age 80-84,53,Projection,2024,37041
Carteret,2024,NHWhite,Female,Population Age 75-79,1925,Projection,2024,37031
Yadkin,2024,NHWhite,Female,Population Age 80-84,593,Projection,2024,37197
Yadkin,2024,NHOther,Female,Population Age 70-74,99,Projection,2024,37197
Sampson,2024,Hispanic,Female,Population Age 75-79,47,Projection,2024,37163
Swain,2024,NHWhite,Male,Population Age 75-79,228,Projection,2024,37173
Pamlico,2024,NHWhite,Male,Population Age 80-84,208,Projection,2024,37137
Ashe,2024,Hispanic,Female,Population Age 80-84,5,Projection,2024,37009
Johnston,2024,Hispanic,Male,Population Age 75-79,149,Projection,2024,37101
Johnston,2024,NHOther,Female,Population Age 70-74,1096,Projection,2024,37101
Caswell,2024,Hispanic,Female,Population Age 65-69,9,Projection,2024,37033
Catawba,2024,NHOther,Male,Population Age 65-69,554,Projection,2024,37035
McDowell,2024,NHOther,Male,Population Age 75-79,35,Projection,2024,37111
McDowell,2024,Hispanic,Male,Population Age 70-74,14,Projection,2024,37111
Cumberland,2024,NHOther,Male,Population Age 80-84,893,Projection,2024,37051
Perquimans,2024,NHWhite,Female,Population Age 65-69,394,Projection,2024,37143
Perquimans,2024,NHOther,Female,Population Age 75-79,101,Projection,2024,37143
Pitt,2024,Hispanic,Female,Population Age 70-74,52,Projection,2024,37147
Ashe,2024,Hispanic,Female,Population Age 75-79,8,Projection,2024,37009
Ashe,2024,Hispanic,Male,Population Age 80-84,6,Projection,2024,37009
Mecklenburg,2024,Hispanic,Female,Population Age 80-84,538,Projection,2024,37119
Mecklenburg,2024,NHOther,Female,Population Age 65-69,11272,Projection,2024,37119
Mecklenburg,2024,NHOther,Female,Population Age 80-84,2860,Projection,2024,37119
Graham,2024,Hispanic,Female,Population Age 80-84,0,Projection,2024,37075
Gaston,2024,Hispanic,Male,Population Age 65-69,241,Projection,2024,37071
Granville,2024,Hispanic,Female,Population Age 70-74,25,Projection,2024,37077
Macon,2024,NHOther,Female,Population Age 65-69,48,Projection,2024,37113
Anson,2024,NHWhite,Female,Population Age 65-69,333,Projection,2024,37007
Wake,2024,NHOther,Female,Population Age 65-69,8564,Projection,2024,37183
Wilkes,2024,NHOther,Male,Population Age 65-69,172,Projection,2024,37193
Iredell,2024,NHOther,Female,Population Age 65-69,989,Projection,2024,37097
Halifax,2024,NHWhite,Male,Population Age 70-74,642,Projection,2024,37083
Wilson,2024,NHWhite,Male,Population Age 70-74,1086,Projection,2024,37195
Carteret,2024,NHWhite,Male,Population Age 80-84,995,Projection,2024,37031
Buncombe,2024,Hispanic,Male,Population Age 70-74,232,Projection,2024,37021
Halifax,2024,NHWhite,Male,Population Age 75-79,460,Projection,2024,37083
Halifax,2024,NHOther,Female,Population Age 75-79,668,Projection,2024,37083
Clay,2024,NHWhite,Male,Population Age 65-69,482,Projection,2024,37043
Iredell,2024,NHWhite,Female,Population Age 75-79,3451,Projection,2024,37097
Henderson,2024,NHOther,Male,Population Age 80-84,64,Projection,2024,37089
Washington,2024,NHWhite,Male,Population Age 70-74,224,Projection,2024,37187
Duplin,2024,NHWhite,Female,Population Age 65-69,1113,Projection,2024,37061
Washington,2024,NHOther,Female,Population Age 70-74,217,Projection,2024,37187
Duplin,2024,Hispanic,Male,Population Age 70-74,45,Projection,2024,37061
Robeson,2024,Hispanic,Male,Population Age 65-69,119,Projection,2024,37155
Burke,2024,Hispanic,Male,Population Age 65-69,101,Projection,2024,37023
Pasquotank,2024,NHOther,Female,Population Age 80-84,218,Projection,2024,37139
Martin,2024,NHWhite,Male,Population Age 75-79,293,Projection,2024,37117
Beaufort,2024,NHOther,Female,Population Age 75-79,333,Projection,2024,37013
Brunswick,2024,NHWhite,Male,Population Age 65-69,9897,Projection,2024,37019
Cherokee,2024,NHWhite,Male,Population Age 80-84,532,Projection,2024,37039
Perquimans,2024,Hispanic,Female,Population Age 65-69,0,Projection,2024,37143
Cumberland,2024,Hispanic,Female,Population Age 75-79,184,Projection,2024,37051
Cumberland,2024,NHOther,Female,Population Age 70-74,3611,Projection,2024,37051
Cleveland,2024,NHOther,Female,Population Age 65-69,856,Projection,2024,37045
Robeson,2024,NHWhite,Female,Population Age 80-84,495,Projection,2024,37155
Person,2024,NHWhite,Male,Population Age 70-74,691,Projection,2024,37145
Person,2024,Hispanic,Male,Population Age 80-84,9,Projection,2024,37145
Iredell,2024,NHOther,Male,Population Age 75-79,397,Projection,2024,37097
Alamance,2024,Hispanic,Male,Population Age 65-69,371,Projection,2024,37001
Nash,2024,NHWhite,Female,Population Age 75-79,1453,Projection,2024,37127
Alamance,2024,NHOther,Male,Population Age 65-69,1059,Projection,2024,37001
Tyrrell,2024,NHWhite,Female,Population Age 65-69,71,Projection,2024,37177
Union,2024,NHWhite,Female,Population Age 65-69,4712,Projection,2024,37179
Orange,2024,NHOther,Female,Population Age 70-74,790,Projection,2024,37135
Transylvania,2024,NHOther,Male,Population Age 75-79,54,Projection,2024,37175
Burke,2024,NHWhite,Female,Population Age 75-79,1932,Projection,2024,37023
Pamlico,2024,NHWhite,Female,Population Age 70-74,478,Projection,2024,37137
Pamlico,2024,Hispanic,Male,Population Age 75-79,0,Projection,2024,37137
Pamlico,2024,NHOther,Male,Population Age 70-74,74,Projection,2024,37137
Durham,2024,NHOther,Male,Population Age 70-74,2311,Projection,2024,37063
Lenoir,2024,Hispanic,Female,Population Age 70-74,14,Projection,2024,37107
Martin,2024,Hispanic,Female,Population Age 80-84,3,Projection,2024,37117
Currituck,2024,NHOther,Male,Population Age 70-74,83,Projection,2024,37053
Currituck,2024,NHWhite,Female,Population Age 75-79,508,Projection,2024,37053
Hertford,2024,Hispanic,Male,Population Age 65-69,12,Projection,2024,37091
Rockingham,2024,Hispanic,Female,Population Age 65-69,55,Projection,2024,37157
Alamance,2024,NHWhite,Female,Population Age 75-79,2939,Projection,2024,37001
Mecklenburg,2024,NHOther,Female,Population Age 75-79,5539,Projection,2024,37119
Lenoir,2024,Hispanic,Male,Population Age 70-74,30,Projection,2024,37107
Franklin,2024,NHWhite,Male,Population Age 80-84,458,Projection,2024,37069
Caldwell,2024,NHWhite,Male,Population Age 70-74,2007,Projection,2024,37027
Caldwell,2024,Hispanic,Female,Population Age 80-84,13,Projection,2024,37027
Dare,2024,NHWhite,Female,Population Age 65-69,1922,Projection,2024,37055
Dare,2024,Hispanic,Male,Population Age 75-79,10,Projection,2024,37055
Dare,2024,NHOther,Male,Population Age 75-79,30,Projection,2024,37055
Hoke,2024,NHOther,Male,Population Age 80-84,143,Projection,2024,37093
Pamlico,2024,NHWhite,Female,Population Age 65-69,477,Projection,2024,37137
Pamlico,2024,NHOther,Female,Population Age 70-74,115,Projection,2024,37137
Davie,2024,Hispanic,Female,Population Age 65-69,38,Projection,2024,37059
Buncombe,2024,NHWhite,Female,Population Age 75-79,6405,Projection,2024,37021
Buncombe,2024,NHWhite,Male,Population Age 75-79,5249,Projection,2024,37021
Hoke,2024,NHWhite,Female,Population Age 75-79,295,Projection,2024,37093
Lee,2024,NHOther,Male,Population Age 75-79,188,Projection,2024,37105
Gates,2024,NHOther,Male,Population Age 75-79,59,Projection,2024,37073
Greene,2024,Hispanic,Female,Population Age 75-79,11,Projection,2024,37079
Lenoir,2024,NHWhite,Male,Population Age 65-69,815,Projection,2024,37107
Macon,2024,NHOther,Female,Population Age 70-74,49,Projection,2024,37113
Macon,2024,NHOther,Female,Population Age 75-79,33,Projection,2024,37113
Madison,2024,Hispanic,Male,Population Age 70-74,9,Projection,2024,37115
Chatham,2024,NHWhite,Female,Population Age 75-79,2258,Projection,2024,37037
Martin,2024,Hispanic,Male,Population Age 70-74,8,Projection,2024,37117
Martin,2024,NHOther,Female,Population Age 65-69,470,Projection,2024,37117
Martin,2024,NHOther,Male,Population Age 65-69,354,Projection,2024,37117
Craven,2024,Hispanic,Female,Population Age 75-79,36,Projection,2024,37049
Craven,2024,NHOther,Male,Population Age 65-69,706,Projection,2024,37049
Craven,2024,NHOther,Male,Population Age 80-84,160,Projection,2024,37049
Bertie,2024,Hispanic,Female,Population Age 70-74,1,Projection,2024,37015
Granville,2024,NHOther,Male,Population Age 75-79,397,Projection,2024,37077
Guilford,2024,NHOther,Female,Population Age 65-69,5870,Projection,2024,37081
Watauga,2024,NHWhite,Female,Population Age 70-74,1368,Projection,2024,37189
Watauga,2024,NHWhite,Male,Population Age 75-79,879,Projection,2024,37189
Columbus,2024,NHOther,Male,Population Age 80-84,113,Projection,2024,37047
Madison,2024,NHWhite,Male,Population Age 75-79,512,Projection,2024,37115
Onslow,2024,NHOther,Female,Population Age 70-74,947,Projection,2024,37133
Onslow,2024,NHWhite,Female,Population Age 75-79,1605,Projection,2024,37133
Chowan,2024,NHOther,Male,Population Age 75-79,93,Projection,2024,37041
Craven,2024,Hispanic,Male,Population Age 75-79,17,Projection,2024,37049
McDowell,2024,NHOther,Female,Population Age 65-69,150,Projection,2024,37111
McDowell,2024,NHOther,Male,Population Age 80-84,21,Projection,2024,37111
Camden,2024,NHWhite,Male,Population Age 65-69,255,Projection,2024,37029
Orange,2024,Hispanic,Male,Population Age 65-69,174,Projection,2024,37135
Cabarrus,2024,NHWhite,Male,Population Age 70-74,3137,Projection,2024,37025
Lee,2024,NHWhite,Male,Population Age 75-79,788,Projection,2024,37105
Caldwell,2024,NHWhite,Female,Population Age 75-79,1862,Projection,2024,37027
Robeson,2024,NHOther,Female,Population Age 80-84,686,Projection,2024,37155
Graham,2024,NHOther,Female,Population Age 65-69,23,Projection,2024,37075
Bladen,2024,NHWhite,Female,Population Age 65-69,717,Projection,2024,37017
Forsyth,2024,Hispanic,Female,Population Age 65-69,644,Projection,2024,37067
Forsyth,2024,NHOther,Female,Population Age 65-69,3644,Projection,2024,37067
Union,2024,NHOther,Male,Population Age 80-84,229,Projection,2024,37179
Cleveland,2024,Hispanic,Male,Population Age 70-74,25,Projection,2024,37045
Union,2024,NHWhite,Male,Population Age 75-79,2657,Projection,2024,37179
Pasquotank,2024,NHWhite,Male,Population Age 80-84,222,Projection,2024,37139
Vance,2024,NHWhite,Male,Population Age 75-79,446,Projection,2024,37181
Carteret,2024,NHOther,Female,Population Age 80-84,75,Projection,2024,37031
Anson,2024,NHOther,Male,Population Age 65-69,340,Projection,2024,37007
Lee,2024,NHWhite,Male,Population Age 65-69,1356,Projection,2024,37105
Lee,2024,NHOther,Male,Population Age 70-74,320,Projection,2024,37105
Wilson,2024,NHOther,Female,Population Age 70-74,984,Projection,2024,37195
Macon,2024,Hispanic,Male,Population Age 75-79,21,Projection,2024,37113
Person,2024,NHWhite,Female,Population Age 65-69,993,Projection,2024,37145
Davie,2024,Hispanic,Male,Population Age 65-69,57,Projection,2024,37059
Wilkes,2024,NHWhite,Male,Population Age 70-74,1713,Projection,2024,37193
Perquimans,2024,NHOther,Female,Population Age 65-69,175,Projection,2024,37143
Brunswick,2024,Hispanic,Female,Population Age 80-84,30,Projection,2024,37019
Ashe,2024,Hispanic,Male,Population Age 70-74,18,Projection,2024,37009
Cabarrus,2024,NHOther,Female,Population Age 75-79,666,Projection,2024,37025
Harnett,2024,NHOther,Female,Population Age 80-84,265,Projection,2024,37085
Buncombe,2024,NHWhite,Female,Population Age 65-69,9012,Projection,2024,37021
Yancey,2024,NHWhite,Male,Population Age 80-84,291,Projection,2024,37199
Duplin,2024,Hispanic,Male,Population Age 80-84,7,Projection,2024,37061
Richmond,2024,Hispanic,Male,Population Age 65-69,35,Projection,2024,37153
Rowan,2024,NHWhite,Male,Population Age 70-74,2839,Projection,2024,37159
Richmond,2024,Hispanic,Female,Population Age 80-84,6,Projection,2024,37153
Stanly,2024,NHWhite,Female,Population Age 80-84,849,Projection,2024,37167
Stanly,2024,Hispanic,Male,Population Age 70-74,25,Projection,2024,37167
Caldwell,2024,NHOther,Female,Population Age 65-69,273,Projection,2024,37027
Scotland,2024,Hispanic,Female,Population Age 65-69,6,Projection,2024,37165
Surry,2024,NHOther,Female,Population Age 80-84,66,Projection,2024,37171
Nash,2024,NHOther,Male,Population Age 70-74,822,Projection,2024,37127
Madison,2024,NHWhite,Male,Population Age 70-74,648,Projection,2024,37115
Haywood,2024,NHOther,Male,Population Age 70-74,109,Projection,2024,37087
Vance,2024,NHWhite,Female,Population Age 65-69,634,Projection,2024,37181
Pasquotank,2024,NHWhite,Female,Population Age 80-84,387,Projection,2024,37139
Harnett,2024,Hispanic,Male,Population Age 65-69,219,Projection,2024,37085
Franklin,2024,NHOther,Male,Population Age 70-74,491,Projection,2024,37069
Watauga,2024,NHOther,Male,Population Age 80-84,22,Projection,2024,37189
Pasquotank,2024,NHOther,Male,Population Age 65-69,392,Projection,2024,37139
