County,Year,Hispanic/Race,Sex,Age Group,Value,Estimate/Projection,vintage,fips
Martin,2025,NHWhite,Male,Population Age 65-69,425,Projection,2024,37117
Craven,2025,NHWhite,Male,Population Age 75-79,1491,Projection,2024,37049
Alamance,2025,NHOther,Male,Population Age 65-69,1103,Projection,2024,37001
Guilford,2025,NHOther,Female,Population Age 70-74,4960,Projection,2024,37081
Onslow,2025,NHWhite,Female,Population Age 65-69,2784,Projection,2024,37133
Onslow,2025,NHWhite,Male,Population Age 75-79,1580,Projection,2024,37133
Orange,2025,NHWhite,Female,Population Age 70-74,2993,Projection,2024,37135
Cabarrus,2025,NHWhite,Female,Population Age 65-69,4610,Projection,2024,37025
Clay,2023,Hispanic,Female,Population Age 65-69,5,Estimate,2023,37043
Clay,2025,NHOther,Female,Population Age 65-69,0,Projection,2024,37043
Johnston,2023,NHOther,Female,Population Age 65-69,1371,Estimate,2023,37101
Johnston,2025,NHWhite,Female,Population Age 65-69,5140,Projection,2024,37101
Alexander,2024,NHOther,Female,Population Age 75-79,81,Projection,2024,37003
Alexander,2025,NHWhite,Male,Population Age 75-79,642,Projection,2024,37003
Columbus,2023,Hispanic,Male,Population Age 65-69,24,Estimate,2023,37047
Orange,2025,Hispanic,Male,Population Age 65-69,193,Projection,2024,37135
Perquimans,2023,Hispanic,Male,Population Age 70-74,2,Estimate,2023,37143
Person,2024,NHOther,Female,Population Age 70-74,437,Projection,2024,37145
Bertie,2023,NHOther,Male,Population Age 65-69,395,Estimate,2023,37015
Graham,2023,NHWhite,Female,Population Age 65-69,294,Estimate,2023,37075
Bladen,2024,Hispanic,Male,Population Age 65-69,33,Projection,2024,37017
McDowell,2023,Hispanic,Female,Population Age 70-74,27,Estimate,2023,37111
McDowell,2023,NHOther,Female,Population Age 75-79,84,Estimate,2023,37111
McDowell,2024,Hispanic,Female,Population Age 65-69,18,Projection,2024,37111
Bladen,2023,NHWhite,Female,Population Age 65-69,710,Estimate,2023,37017
Beaufort,2023,NHWhite,Female,Population Age 75-79,1044,Estimate,2023,37013
Jones,2025,NHWhite,Male,Population Age 65-69,232,Projection,2024,37103
Alleghany,2024,Hispanic,Female,Population Age 70-74,9,Projection,2024,37005
Hoke,2024,NHWhite,Female,Population Age 70-74,416,Projection,2024,37093
Granville,2025,NHWhite,Male,Population Age 65-69,1432,Projection,2024,37077
Granville,2025,NHOther,Female,Population Age 65-69,575,Projection,2024,37077
Duplin,2023,Hispanic,Female,Population Age 75-79,27,Estimate,2023,37061
Duplin,2024,NHOther,Male,Population Age 70-74,305,Projection,2024,37061
McDowell,2025,Hispanic,Female,Population Age 75-79,17,Projection,2024,37111
Mecklenburg,2024,Hispanic,Male,Population Age 75-79,706,Projection,2024,37119
Lee,2025,NHOther,Female,Population Age 75-79,264,Projection,2024,37105
Dare,2023,NHWhite,Female,Population Age 65-69,1892,Estimate,2023,37055
Graham,2023,Hispanic,Male,Population Age 70-74,1,Estimate,2023,37075
Tyrrell,2023,NHOther,Male,Population Age 75-79,23,Estimate,2023,37177
Tyrrell,2025,Hispanic,Female,Population Age 65-69,4,Projection,2024,37177
Mitchell,2024,Hispanic,Female,Population Age 75-79,3,Projection,2024,37121
Rockingham,2023,NHWhite,Male,Population Age 65-69,2308,Estimate,2023,37157
Rockingham,2024,Hispanic,Female,Population Age 75-79,19,Projection,2024,37157
Rockingham,2025,NHWhite,Female,Population Age 70-74,2221,Projection,2024,37157
Nash,2025,Hispanic,Male,Population Age 70-74,54,Projection,2024,37127
Johnston,2023,NHOther,Female,Population Age 75-79,608,Estimate,2023,37101
Johnston,2023,NHOther,Male,Population Age 75-79,503,Estimate,2023,37101
Johnston,2025,NHWhite,Male,Population Age 65-69,4454,Projection,2024,37101
Martin,2023,NHOther,Female,Population Age 65-69,495,Estimate,2023,37117
Graham,2023,Hispanic,Male,Population Age 65-69,3,Estimate,2023,37075
Graham,2024,NHWhite,Female,Population Age 70-74,272,Projection,2024,37075
Harnett,2025,Hispanic,Female,Population Age 65-69,219,Projection,2024,37085
Dare,2025,NHWhite,Male,Population Age 65-69,1545,Projection,2024,37055
Lenoir,2025,NHOther,Male,Population Age 65-69,763,Projection,2024,37107
Brunswick,2025,Hispanic,Male,Population Age 65-69,320,Projection,2024,37019
Polk,2025,Hispanic,Female,Population Age 70-74,6,Projection,2024,37149
Jones,2025,Hispanic,Male,Population Age 70-74,5,Projection,2024,37103
Buncombe,2024,Hispanic,Female,Population Age 65-69,255,Projection,2024,37021
Lincoln,2023,NHOther,Male,Population Age 70-74,174,Estimate,2023,37109
Lincoln,2024,NHWhite,Female,Population Age 75-79,1923,Projection,2024,37109
Lincoln,2024,NHWhite,Male,Population Age 70-74,2200,Projection,2024,37109
Avery,2025,NHWhite,Female,Population Age 75-79,478,Projection,2024,37011
Henderson,2023,NHOther,Male,Population Age 65-69,241,Estimate,2023,37089
Montgomery,2024,NHWhite,Female,Population Age 70-74,680,Projection,2024,37123
Montgomery,2025,NHOther,Male,Population Age 75-79,67,Projection,2024,37123
Beaufort,2023,Hispanic,Male,Population Age 75-79,17,Estimate,2023,37013
Beaufort,2025,Hispanic,Female,Population Age 65-69,24,Projection,2024,37013
Moore,2023,NHWhite,Female,Population Age 65-69,3364,Estimate,2023,37125
Stanly,2024,NHOther,Male,Population Age 65-69,251,Projection,2024,37167
Forsyth,2024,Hispanic,Male,Population Age 70-74,335,Projection,2024,37067
Buncombe,2024,Hispanic,Female,Population Age 70-74,222,Projection,2024,37021
Chatham,2024,NHOther,Female,Population Age 75-79,390,Projection,2024,37037
Chatham,2025,NHOther,Male,Population Age 70-74,376,Projection,2024,37037
Hyde,2024,Hispanic,Female,Population Age 70-74,1,Projection,2024,37095
Cherokee,2024,Hispanic,Male,Population Age 65-69,21,Projection,2024,37039
Cherokee,2025,NHWhite,Female,Population Age 65-69,1484,Projection,2024,37039
Rutherford,2025,Hispanic,Female,Population Age 65-69,57,Projection,2024,37161
Avery,2023,NHWhite,Male,Population Age 70-74,563,Estimate,2023,37011
Avery,2024,Hispanic,Female,Population Age 65-69,4,Projection,2024,37011
Davidson,2023,NHWhite,Male,Population Age 75-79,2717,Estimate,2023,37057
Hertford,2025,NHOther,Male,Population Age 75-79,196,Projection,2024,37091
Scotland,2025,Hispanic,Female,Population Age 65-69,7,Projection,2024,37165
Columbus,2025,NHOther,Male,Population Age 70-74,376,Projection,2024,37047
Cleveland,2023,NHWhite,Female,Population Age 70-74,2170,Estimate,2023,37045
Cleveland,2023,NHOther,Male,Population Age 65-69,672,Estimate,2023,37045
Cleveland,2025,Hispanic,Female,Population Age 70-74,37,Projection,2024,37045
Mitchell,2023,NHOther,Female,Population Age 65-69,24,Estimate,2023,37121
Craven,2023,NHWhite,Female,Population Age 75-79,2188,Estimate,2023,37049
Craven,2024,Hispanic,Male,Population Age 65-69,80,Projection,2024,37049
Craven,2025,NHWhite,Female,Population Age 70-74,2503,Projection,2024,37049
Iredell,2023,NHOther,Female,Population Age 70-74,679,Estimate,2023,37097
Cumberland,2023,Hispanic,Male,Population Age 70-74,331,Estimate,2023,37051
Cumberland,2023,NHOther,Male,Population Age 70-74,2420,Estimate,2023,37051
Avery,2023,Hispanic,Male,Population Age 70-74,5,Estimate,2023,37011
Jackson,2025,NHOther,Male,Population Age 65-69,146,Projection,2024,37099
Franklin,2025,Hispanic,Female,Population Age 70-74,55,Projection,2024,37069
Alexander,2024,NHWhite,Male,Population Age 70-74,833,Projection,2024,37003
Harnett,2023,NHWhite,Female,Population Age 75-79,1548,Estimate,2023,37085
Harnett,2024,NHWhite,Female,Population Age 75-79,1617,Projection,2024,37085
Harnett,2025,Hispanic,Female,Population Age 70-74,218,Projection,2024,37085
Currituck,2023,Hispanic,Female,Population Age 65-69,15,Estimate,2023,37053
Pamlico,2023,NHOther,Male,Population Age 65-69,78,Estimate,2023,37137
Currituck,2025,NHOther,Female,Population Age 70-74,140,Projection,2024,37053
Beaufort,2024,Hispanic,Male,Population Age 70-74,19,Projection,2024,37013
Alleghany,2025,Hispanic,Male,Population Age 75-79,10,Projection,2024,37005
Brunswick,2024,Hispanic,Male,Population Age 70-74,187,Projection,2024,37019
New Hanover,2024,NHWhite,Female,Population Age 70-74,6178,Projection,2024,37129
Guilford,2025,NHWhite,Female,Population Age 65-69,9614,Projection,2024,37081
Hoke,2023,NHOther,Male,Population Age 75-79,229,Estimate,2023,37093
Hyde,2023,Hispanic,Male,Population Age 75-79,1,Estimate,2023,37095
Hyde,2025,NHWhite,Male,Population Age 75-79,74,Projection,2024,37095
Alamance,2023,NHWhite,Male,Population Age 75-79,2021,Estimate,2023,37001
Dare,2025,NHOther,Male,Population Age 75-79,36,Projection,2024,37055
Mecklenburg,2024,NHOther,Female,Population Age 70-74,8743,Projection,2024,37119
Davidson,2023,Hispanic,Female,Population Age 65-69,147,Estimate,2023,37057
Jones,2024,NHOther,Male,Population Age 75-79,65,Projection,2024,37103
Hoke,2023,NHOther,Female,Population Age 70-74,624,Estimate,2023,37093
Gaston,2024,NHOther,Male,Population Age 65-69,1088,Projection,2024,37071
Davie,2023,Hispanic,Female,Population Age 70-74,20,Estimate,2023,37059
Mitchell,2023,NHOther,Female,Population Age 75-79,5,Estimate,2023,37121
Watauga,2023,NHWhite,Male,Population Age 65-69,1391,Estimate,2023,37189
Guilford,2024,NHOther,Male,Population Age 75-79,2199,Projection,2024,37081
Hyde,2025,NHOther,Male,Population Age 70-74,42,Projection,2024,37095
Duplin,2024,NHOther,Female,Population Age 70-74,544,Projection,2024,37061
Duplin,2025,Hispanic,Male,Population Age 75-79,27,Projection,2024,37061
Durham,2025,NHOther,Female,Population Age 70-74,3785,Projection,2024,37063
Macon,2023,NHWhite,Male,Population Age 65-69,1378,Estimate,2023,37113
Buncombe,2024,Hispanic,Male,Population Age 65-69,269,Projection,2024,37021
Jones,2023,NHWhite,Male,Population Age 75-79,143,Estimate,2023,37103
Mitchell,2025,Hispanic,Male,Population Age 70-74,5,Projection,2024,37121
Gaston,2025,Hispanic,Female,Population Age 70-74,186,Projection,2024,37071
Gates,2024,NHOther,Female,Population Age 70-74,152,Projection,2024,37073
Granville,2023,NHWhite,Female,Population Age 75-79,634,Estimate,2023,37077
Granville,2023,Hispanic,Female,Population Age 70-74,25,Estimate,2023,37077
Madison,2023,Hispanic,Male,Population Age 70-74,9,Estimate,2023,37115
Madison,2025,NHOther,Female,Population Age 65-69,38,Projection,2024,37115
Henderson,2025,NHOther,Female,Population Age 65-69,421,Projection,2024,37089
Beaufort,2025,NHOther,Female,Population Age 75-79,350,Projection,2024,37013
Johnston,2025,NHWhite,Male,Population Age 75-79,2565,Projection,2024,37101
Mecklenburg,2024,Hispanic,Female,Population Age 70-74,1699,Projection,2024,37119
Mecklenburg,2025,NHWhite,Male,Population Age 70-74,10761,Projection,2024,37119
Jones,2025,NHOther,Female,Population Age 70-74,150,Projection,2024,37103
Craven,2023,Hispanic,Female,Population Age 70-74,48,Estimate,2023,37049
Craven,2024,NHWhite,Female,Population Age 70-74,2547,Projection,2024,37049
Alexander,2023,NHWhite,Female,Population Age 75-79,822,Estimate,2023,37003
Mitchell,2023,NHWhite,Female,Population Age 65-69,590,Estimate,2023,37121
Warren,2025,NHWhite,Male,Population Age 70-74,378,Projection,2024,37185
Alexander,2023,NHWhite,Male,Population Age 65-69,988,Estimate,2023,37003
Alexander,2023,NHOther,Male,Population Age 70-74,45,Estimate,2023,37003
Greene,2023,Hispanic,Female,Population Age 70-74,10,Estimate,2023,37079
Madison,2024,NHOther,Male,Population Age 75-79,11,Projection,2024,37115
Bladen,2023,Hispanic,Male,Population Age 75-79,7,Estimate,2023,37017
Bladen,2024,NHWhite,Male,Population Age 65-69,485,Projection,2024,37017
Graham,2024,NHWhite,Female,Population Age 65-69,290,Projection,2024,37075
Cumberland,2024,NHOther,Female,Population Age 75-79,2437,Projection,2024,37051
Hyde,2023,Hispanic,Female,Population Age 65-69,3,Estimate,2023,37095
Hyde,2023,Hispanic,Female,Population Age 75-79,1,Estimate,2023,37095
Hyde,2023,NHOther,Male,Population Age 75-79,21,Estimate,2023,37095
Hyde,2024,NHWhite,Male,Population Age 75-79,63,Projection,2024,37095
Brunswick,2024,NHOther,Female,Population Age 70-74,945,Projection,2024,37019
Currituck,2024,Hispanic,Male,Population Age 65-69,15,Projection,2024,37053
Ashe,2025,NHOther,Female,Population Age 65-69,36,Projection,2024,37009
Carteret,2023,NHOther,Male,Population Age 75-79,121,Estimate,2023,37031
Bladen,2023,NHOther,Female,Population Age 75-79,267,Estimate,2023,37017
Bladen,2024,Hispanic,Male,Population Age 75-79,9,Projection,2024,37017
Bertie,2025,Hispanic,Female,Population Age 65-69,3,Projection,2024,37015
Lincoln,2023,Hispanic,Female,Population Age 75-79,41,Estimate,2023,37109
Lincoln,2023,Hispanic,Male,Population Age 75-79,58,Estimate,2023,37109
Lincoln,2024,Hispanic,Female,Population Age 70-74,54,Projection,2024,37109
Franklin,2023,NHWhite,Male,Population Age 75-79,849,Estimate,2023,37069
Franklin,2025,NHOther,Male,Population Age 70-74,532,Projection,2024,37069
Macon,2025,NHOther,Female,Population Age 75-79,35,Projection,2024,37113
Macon,2023,NHWhite,Male,Population Age 70-74,1378,Estimate,2023,37113
Alexander,2025,Hispanic,Male,Population Age 65-69,12,Projection,2024,37003
Franklin,2024,Hispanic,Female,Population Age 70-74,49,Projection,2024,37069
Gates,2023,NHOther,Female,Population Age 70-74,155,Estimate,2023,37073
Martin,2023,NHWhite,Female,Population Age 70-74,413,Estimate,2023,37117
Harnett,2023,Hispanic,Male,Population Age 70-74,130,Estimate,2023,37085
Moore,2023,NHOther,Female,Population Age 65-69,677,Estimate,2023,37125
Bladen,2024,NHOther,Female,Population Age 75-79,275,Projection,2024,37017
Moore,2024,Hispanic,Male,Population Age 75-79,19,Projection,2024,37125
Moore,2025,NHWhite,Female,Population Age 65-69,3421,Projection,2024,37125
Anson,2025,Hispanic,Female,Population Age 70-74,1,Projection,2024,37007
Lenoir,2024,NHWhite,Male,Population Age 75-79,554,Projection,2024,37107
Lenoir,2025,NHOther,Female,Population Age 70-74,945,Projection,2024,37107
Ashe,2024,NHWhite,Male,Population Age 75-79,716,Projection,2024,37009
Nash,2024,Hispanic,Female,Population Age 65-69,69,Projection,2024,37127
Nash,2025,NHOther,Male,Population Age 65-69,1208,Projection,2024,37127
Tyrrell,2024,Hispanic,Male,Population Age 65-69,3,Projection,2024,37177
Nash,2023,NHOther,Male,Population Age 70-74,793,Estimate,2023,37127
Vance,2024,NHWhite,Male,Population Age 70-74,523,Projection,2024,37181
Gates,2023,Hispanic,Female,Population Age 70-74,2,Estimate,2023,37073
Gates,2024,NHWhite,Female,Population Age 65-69,253,Projection,2024,37073
Gates,2024,NHOther,Male,Population Age 65-69,134,Projection,2024,37073
Gates,2025,Hispanic,Female,Population Age 75-79,1,Projection,2024,37073
Polk,2023,NHOther,Male,Population Age 65-69,35,Estimate,2023,37149
Henderson,2023,NHWhite,Female,Population Age 75-79,3641,Estimate,2023,37089
Brunswick,2024,Hispanic,Female,Population Age 65-69,246,Projection,2024,37019
Cabarrus,2023,NHOther,Male,Population Age 75-79,394,Estimate,2023,37025
Henderson,2025,NHWhite,Female,Population Age 65-69,4555,Projection,2024,37089
Avery,2023,NHOther,Female,Population Age 70-74,13,Estimate,2023,37011
Richmond,2024,Hispanic,Female,Population Age 65-69,27,Projection,2024,37153
Randolph,2025,NHWhite,Female,Population Age 75-79,3028,Projection,2024,37151
Currituck,2023,NHOther,Female,Population Age 70-74,98,Estimate,2023,37053
Currituck,2024,NHOther,Female,Population Age 70-74,118,Projection,2024,37053
Currituck,2024,NHOther,Male,Population Age 65-69,159,Projection,2024,37053
Currituck,2024,NHOther,Male,Population Age 75-79,39,Projection,2024,37053
Currituck,2025,NHOther,Female,Population Age 75-79,71,Projection,2024,37053
Washington,2024,NHOther,Female,Population Age 75-79,142,Projection,2024,37187
Macon,2024,NHOther,Male,Population Age 70-74,50,Projection,2024,37113
Madison,2024,NHOther,Female,Population Age 75-79,21,Projection,2024,37115
Swain,2025,NHWhite,Male,Population Age 75-79,224,Projection,2024,37173
Pamlico,2025,NHWhite,Female,Population Age 75-79,384,Projection,2024,37137
Montgomery,2023,NHWhite,Female,Population Age 65-69,740,Estimate,2023,37123
Montgomery,2024,NHOther,Male,Population Age 75-79,61,Projection,2024,37123
Columbus,2023,NHOther,Female,Population Age 70-74,544,Estimate,2023,37047
Beaufort,2024,NHWhite,Male,Population Age 75-79,936,Projection,2024,37013
Beaufort,2025,Hispanic,Female,Population Age 70-74,13,Projection,2024,37013
Sampson,2023,NHWhite,Female,Population Age 75-79,735,Estimate,2023,37163
Sampson,2025,Hispanic,Male,Population Age 75-79,21,Projection,2024,37163
Brunswick,2025,Hispanic,Male,Population Age 70-74,216,Projection,2024,37019
Anson,2024,Hispanic,Male,Population Age 70-74,4,Projection,2024,37007
Alexander,2024,NHWhite,Female,Population Age 70-74,1002,Projection,2024,37003
Buncombe,2025,NHWhite,Female,Population Age 75-79,6776,Projection,2024,37021
Buncombe,2025,NHWhite,Male,Population Age 70-74,6980,Projection,2024,37021
Buncombe,2025,Hispanic,Female,Population Age 70-74,229,Projection,2024,37021
Buncombe,2025,Hispanic,Male,Population Age 70-74,256,Projection,2024,37021
Alleghany,2024,NHOther,Female,Population Age 65-69,16,Projection,2024,37005
Gaston,2024,NHWhite,Female,Population Age 75-79,3696,Projection,2024,37071
Tyrrell,2024,NHWhite,Male,Population Age 70-74,66,Projection,2024,37177
Duplin,2023,NHOther,Female,Population Age 70-74,521,Estimate,2023,37061
Union,2023,NHWhite,Male,Population Age 75-79,2553,Estimate,2023,37179
Union,2023,Hispanic,Male,Population Age 65-69,416,Estimate,2023,37179
Union,2023,Hispanic,Male,Population Age 70-74,230,Estimate,2023,37179
Rutherford,2023,NHOther,Male,Population Age 70-74,202,Estimate,2023,37161
Yancey,2025,NHWhite,Female,Population Age 70-74,706,Projection,2024,37199
Hertford,2023,NHWhite,Male,Population Age 75-79,161,Estimate,2023,37091
Forsyth,2024,NHWhite,Female,Population Age 70-74,7177,Projection,2024,37067
Forsyth,2025,NHWhite,Male,Population Age 75-79,4408,Projection,2024,37067
Iredell,2024,NHOther,Male,Population Age 70-74,578,Projection,2024,37097
Ashe,2024,Hispanic,Male,Population Age 75-79,6,Projection,2024,37009
New Hanover,2023,NHWhite,Female,Population Age 75-79,4531,Estimate,2023,37129
New Hanover,2024,NHOther,Female,Population Age 65-69,1585,Projection,2024,37129
New Hanover,2025,NHOther,Female,Population Age 75-79,937,Projection,2024,37129
Vance,2024,Hispanic,Female,Population Age 70-74,21,Projection,2024,37181
Robeson,2024,NHOther,Female,Population Age 75-79,1320,Projection,2024,37155
Hyde,2023,NHOther,Male,Population Age 70-74,38,Estimate,2023,37095
Polk,2025,NHOther,Female,Population Age 65-69,66,Projection,2024,37149
Yadkin,2023,NHWhite,Female,Population Age 75-79,800,Estimate,2023,37197
Duplin,2023,NHWhite,Male,Population Age 75-79,534,Estimate,2023,37061
Granville,2025,Hispanic,Female,Population Age 70-74,26,Projection,2024,37077
Yadkin,2025,NHWhite,Female,Population Age 65-69,1143,Projection,2024,37197
Yadkin,2025,Hispanic,Male,Population Age 65-69,73,Projection,2024,37197
