CMS Certification Number (CCN),Provider Name,Address Line 1,Address Line 2,City/Town,State,ZIP Code,County/Parish,Telephone Number,CMS Region,Condition,Count,Footnote
013029,ENCOMPASS HEALTH REHABILITATION HOSPITAL NORTH  AL,1490 HIGHWAY 72 E,-,HUNTSVILLE,AL,35811,Madison,(205) 535-2300,4,Hip or femur fracture,163,-
013029,ENCOMPASS HEALTH REHABILITATION HOSPITAL NORTH  AL,1490 HIGHWAY 72 E,-,HUNTSVILLE,AL,35811,Madison,(205) 535-2300,4,"Hip or knee replacement, amputation or other bone or joint condition",326,-
013029,ENCOMPASS HEALTH REHABILITATION HOSPITAL NORTH  AL,1490 HIGHWAY 72 E,-,HUNTSVILLE,AL,35811,Madison,(205) 535-2300,4,Nervous system disorder (excluding stroke),192,-
013029,ENCOMPASS HEALTH REHABILITATION HOSPITAL NORTH  AL,1490 HIGHWAY 72 E,-,HUNTSVILLE,AL,35811,Madison,(205) 535-2300,4,Spinal cord disease or condition (non-traumatic),27,-
013029,ENCOMPASS HEALTH REHABILITATION HOSPITAL NORTH  AL,1490 HIGHWAY 72 E,-,HUNTSVILLE,AL,35811,Madison,(205) 535-2300,4,Spinal cord injury (traumatic),11,-
013029,ENCOMPASS HEALTH REHABILITATION HOSPITAL NORTH  AL,1490 HIGHWAY 72 E,-,HUNTSVILLE,AL,35811,Madison,(205) 535-2300,4,Stroke,321,-
013030,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN,1736 EAST MAIN STREET,-,DOTHAN,AL,36301,Houston,(334) 712-6333,4,All other conditions,55,-
013030,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN,1736 EAST MAIN STREET,-,DOTHAN,AL,36301,Houston,(334) 712-6333,4,Brain disease or condition (non-traumatic),232,-
013030,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN,1736 EAST MAIN STREET,-,DOTHAN,AL,36301,Houston,(334) 712-6333,4,Brain injury (traumatic),54,-
013030,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN,1736 EAST MAIN STREET,-,DOTHAN,AL,36301,Houston,(334) 712-6333,4,Hip or femur fracture,102,-
013030,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN,1736 EAST MAIN STREET,-,DOTHAN,AL,36301,Houston,(334) 712-6333,4,"Hip or knee replacement, amputation or other bone or joint condition",147,-
013030,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN,1736 EAST MAIN STREET,-,DOTHAN,AL,36301,Houston,(334) 712-6333,4,Nervous system disorder (excluding stroke),662,-
013030,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN,1736 EAST MAIN STREET,-,DOTHAN,AL,36301,Houston,(334) 712-6333,4,Spinal cord disease or condition (non-traumatic),22,-
013030,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN,1736 EAST MAIN STREET,-,DOTHAN,AL,36301,Houston,(334) 712-6333,4,Spinal cord injury (traumatic),Less than 11,1
013030,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN,1736 EAST MAIN STREET,-,DOTHAN,AL,36301,Houston,(334) 712-6333,4,Stroke,265,-
013031,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY,900 OAK MOUNTAIN COMMONS LANE,-,PELHAM,AL,35124,Shelby,(205) 216-7621,4,All other conditions,253,-
013031,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY,900 OAK MOUNTAIN COMMONS LANE,-,PELHAM,AL,35124,Shelby,(205) 216-7621,4,Brain disease or condition (non-traumatic),142,-
013031,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY,900 OAK MOUNTAIN COMMONS LANE,-,PELHAM,AL,35124,Shelby,(205) 216-7621,4,Brain injury (traumatic),28,-
013031,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY,900 OAK MOUNTAIN COMMONS LANE,-,PELHAM,AL,35124,Shelby,(205) 216-7621,4,Hip or femur fracture,84,-
013031,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY,900 OAK MOUNTAIN COMMONS LANE,-,PELHAM,AL,35124,Shelby,(205) 216-7621,4,"Hip or knee replacement, amputation or other bone or joint condition",135,-
013031,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY,900 OAK MOUNTAIN COMMONS LANE,-,PELHAM,AL,35124,Shelby,(205) 216-7621,4,Nervous system disorder (excluding stroke),55,-
013031,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY,900 OAK MOUNTAIN COMMONS LANE,-,PELHAM,AL,35124,Shelby,(205) 216-7621,4,Spinal cord disease or condition (non-traumatic),11,-
013031,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY,900 OAK MOUNTAIN COMMONS LANE,-,PELHAM,AL,35124,Shelby,(205) 216-7621,4,Spinal cord injury (traumatic),Less than 11,1
013031,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY,900 OAK MOUNTAIN COMMONS LANE,-,PELHAM,AL,35124,Shelby,(205) 216-7621,4,Stroke,102,-
013032,ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN,801 GOODYEAR AVE,-,GADSDEN,AL,35903,Etowah,(256) 439-5000,4,All other conditions,175,-
013032,ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN,801 GOODYEAR AVE,-,GADSDEN,AL,35903,Etowah,(256) 439-5000,4,Brain disease or condition (non-traumatic),97,-
013032,ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN,801 GOODYEAR AVE,-,GADSDEN,AL,35903,Etowah,(256) 439-5000,4,Brain injury (traumatic),30,-
013032,ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN,801 GOODYEAR AVE,-,GADSDEN,AL,35903,Etowah,(256) 439-5000,4,Hip or femur fracture,103,-
013032,ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN,801 GOODYEAR AVE,-,GADSDEN,AL,35903,Etowah,(256) 439-5000,4,"Hip or knee replacement, amputation or other bone or joint condition",183,-
013032,ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN,801 GOODYEAR AVE,-,GADSDEN,AL,35903,Etowah,(256) 439-5000,4,Nervous system disorder (excluding stroke),302,-
013032,ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN,801 GOODYEAR AVE,-,GADSDEN,AL,35903,Etowah,(256) 439-5000,4,Spinal cord disease or condition (non-traumatic),38,-
013032,ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN,801 GOODYEAR AVE,-,GADSDEN,AL,35903,Etowah,(256) 439-5000,4,Spinal cord injury (traumatic),Less than 11,1
013032,ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN,801 GOODYEAR AVE,-,GADSDEN,AL,35903,Etowah,(256) 439-5000,4,Stroke,147,-
013033,REGIONAL REHABILITATION HOSPITAL,3715 US HIGHWAY 431 NORTH,-,PHENIX CITY,AL,36867,Russell,(334) 732-2200,4,All other conditions,373,-
013033,REGIONAL REHABILITATION HOSPITAL,3715 US HIGHWAY 431 NORTH,-,PHENIX CITY,AL,36867,Russell,(334) 732-2200,4,Brain disease or condition (non-traumatic),192,-
013033,REGIONAL REHABILITATION HOSPITAL,3715 US HIGHWAY 431 NORTH,-,PHENIX CITY,AL,36867,Russell,(334) 732-2200,4,Brain injury (traumatic),44,-
013033,REGIONAL REHABILITATION HOSPITAL,3715 US HIGHWAY 431 NORTH,-,PHENIX CITY,AL,36867,Russell,(334) 732-2200,4,Hip or femur fracture,107,-
013033,REGIONAL REHABILITATION HOSPITAL,3715 US HIGHWAY 431 NORTH,-,PHENIX CITY,AL,36867,Russell,(334) 732-2200,4,"Hip or knee replacement, amputation or other bone or joint condition",243,-
013033,REGIONAL REHABILITATION HOSPITAL,3715 US HIGHWAY 431 NORTH,-,PHENIX CITY,AL,36867,Russell,(334) 732-2200,4,Nervous system disorder (excluding stroke),279,-
013033,REGIONAL REHABILITATION HOSPITAL,3715 US HIGHWAY 431 NORTH,-,PHENIX CITY,AL,36867,Russell,(334) 732-2200,4,Spinal cord disease or condition (non-traumatic),27,-
013033,REGIONAL REHABILITATION HOSPITAL,3715 US HIGHWAY 431 NORTH,-,PHENIX CITY,AL,36867,Russell,(334) 732-2200,4,Spinal cord injury (traumatic),Less than 11,1
013033,REGIONAL REHABILITATION HOSPITAL,3715 US HIGHWAY 431 NORTH,-,PHENIX CITY,AL,36867,Russell,(334) 732-2200,4,Stroke,200,-
01T011,ST. VINCENTS EAST REHABILITATION CENTER,50 MEDICAL PARK EAST DRIVE,-,BIRMINGHAM,AL,35235,Jefferson,(205) 838-3672,4,All other conditions,44,-
01T011,ST. VINCENTS EAST REHABILITATION CENTER,50 MEDICAL PARK EAST DRIVE,-,BIRMINGHAM,AL,35235,Jefferson,(205) 838-3672,4,Brain disease or condition (non-traumatic),Less than 11,1
01T011,ST. VINCENTS EAST REHABILITATION CENTER,50 MEDICAL PARK EAST DRIVE,-,BIRMINGHAM,AL,35235,Jefferson,(205) 838-3672,4,Brain injury (traumatic),Less than 11,1
01T011,ST. VINCENTS EAST REHABILITATION CENTER,50 MEDICAL PARK EAST DRIVE,-,BIRMINGHAM,AL,35235,Jefferson,(205) 838-3672,4,Hip or femur fracture,34,-
01T011,ST. VINCENTS EAST REHABILITATION CENTER,50 MEDICAL PARK EAST DRIVE,-,BIRMINGHAM,AL,35235,Jefferson,(205) 838-3672,4,"Hip or knee replacement, amputation or other bone or joint condition",24,-
01T011,ST. VINCENTS EAST REHABILITATION CENTER,50 MEDICAL PARK EAST DRIVE,-,BIRMINGHAM,AL,35235,Jefferson,(205) 838-3672,4,Nervous system disorder (excluding stroke),Less than 11,1
01T011,ST. VINCENTS EAST REHABILITATION CENTER,50 MEDICAL PARK EAST DRIVE,-,BIRMINGHAM,AL,35235,Jefferson,(205) 838-3672,4,Spinal cord disease or condition (non-traumatic),Less than 11,1
01T011,ST. VINCENTS EAST REHABILITATION CENTER,50 MEDICAL PARK EAST DRIVE,-,BIRMINGHAM,AL,35235,Jefferson,(205) 838-3672,4,Spinal cord injury (traumatic),Not Available,2
01T011,ST. VINCENTS EAST REHABILITATION CENTER,50 MEDICAL PARK EAST DRIVE,-,BIRMINGHAM,AL,35235,Jefferson,(205) 838-3672,4,Stroke,36,-
01T029,EAMC- LANIER,2000 PEPPERELL PARKWAY.,-,OPELIKA,AL,36801,Lee,(502) 596-6346,4,All other conditions,Not Available,2
01T029,EAMC- LANIER,2000 PEPPERELL PARKWAY.,-,OPELIKA,AL,36801,Lee,(502) 596-6346,4,Brain disease or condition (non-traumatic),Not Available,2
01T029,EAMC- LANIER,2000 PEPPERELL PARKWAY.,-,OPELIKA,AL,36801,Lee,(502) 596-6346,4,Brain injury (traumatic),Not Available,2
01T029,EAMC- LANIER,2000 PEPPERELL PARKWAY.,-,OPELIKA,AL,36801,Lee,(502) 596-6346,4,Hip or femur fracture,Not Available,2
01T029,EAMC- LANIER,2000 PEPPERELL PARKWAY.,-,OPELIKA,AL,36801,Lee,(502) 596-6346,4,"Hip or knee replacement, amputation or other bone or joint condition",Not Available,2
01T029,EAMC- LANIER,2000 PEPPERELL PARKWAY.,-,OPELIKA,AL,36801,Lee,(502) 596-6346,4,Nervous system disorder (excluding stroke),Not Available,2
01T029,EAMC- LANIER,2000 PEPPERELL PARKWAY.,-,OPELIKA,AL,36801,Lee,(502) 596-6346,4,Spinal cord disease or condition (non-traumatic),Not Available,2
01T029,EAMC- LANIER,2000 PEPPERELL PARKWAY.,-,OPELIKA,AL,36801,Lee,(502) 596-6346,4,Spinal cord injury (traumatic),Not Available,2
01T029,EAMC- LANIER,2000 PEPPERELL PARKWAY.,-,OPELIKA,AL,36801,Lee,(502) 596-6346,4,Stroke,Not Available,2
01T033,SPAIN REHABILITATION CENTER,SRC 223E,-,BIRMINGHAM,AL,35249,Jefferson,(205) 934-4940,4,All other conditions,72,-
01T033,SPAIN REHABILITATION CENTER,SRC 223E,-,BIRMINGHAM,AL,35249,Jefferson,(205) 934-4940,4,Brain disease or condition (non-traumatic),46,-
01T033,SPAIN REHABILITATION CENTER,SRC 223E,-,BIRMINGHAM,AL,35249,Jefferson,(205) 934-4940,4,Brain injury (traumatic),26,-
01T033,SPAIN REHABILITATION CENTER,SRC 223E,-,BIRMINGHAM,AL,35249,Jefferson,(205) 934-4940,4,Hip or femur fracture,30,-
01T033,SPAIN REHABILITATION CENTER,SRC 223E,-,BIRMINGHAM,AL,35249,Jefferson,(205) 934-4940,4,"Hip or knee replacement, amputation or other bone or joint condition",69,-
01T033,SPAIN REHABILITATION CENTER,SRC 223E,-,BIRMINGHAM,AL,35249,Jefferson,(205) 934-4940,4,Nervous system disorder (excluding stroke),16,-
01T033,SPAIN REHABILITATION CENTER,SRC 223E,-,BIRMINGHAM,AL,35249,Jefferson,(205) 934-4940,4,Spinal cord disease or condition (non-traumatic),75,-
01T033,SPAIN REHABILITATION CENTER,SRC 223E,-,BIRMINGHAM,AL,35249,Jefferson,(205) 934-4940,4,Spinal cord injury (traumatic),30,-
01T033,SPAIN REHABILITATION CENTER,SRC 223E,-,BIRMINGHAM,AL,35249,Jefferson,(205) 934-4940,4,Stroke,80,-
01T092,DCH REHABILITATION CENTER,"809 UNIVERSITY BLVD, EAST",-,TUSCALOOSA,AL,35401,Tuscaloosa,(205) 333-4362,4,All other conditions,148,-
01T092,DCH REHABILITATION CENTER,"809 UNIVERSITY BLVD, EAST",-,TUSCALOOSA,AL,35401,Tuscaloosa,(205) 333-4362,4,Brain disease or condition (non-traumatic),Less than 11,1
01T092,DCH REHABILITATION CENTER,"809 UNIVERSITY BLVD, EAST",-,TUSCALOOSA,AL,35401,Tuscaloosa,(205) 333-4362,4,Brain injury (traumatic),14,-
01T092,DCH REHABILITATION CENTER,"809 UNIVERSITY BLVD, EAST",-,TUSCALOOSA,AL,35401,Tuscaloosa,(205) 333-4362,4,Hip or femur fracture,44,-
01T092,DCH REHABILITATION CENTER,"809 UNIVERSITY BLVD, EAST",-,TUSCALOOSA,AL,35401,Tuscaloosa,(205) 333-4362,4,"Hip or knee replacement, amputation or other bone or joint condition",61,-
01T092,DCH REHABILITATION CENTER,"809 UNIVERSITY BLVD, EAST",-,TUSCALOOSA,AL,35401,Tuscaloosa,(205) 333-4362,4,Nervous system disorder (excluding stroke),32,-
01T092,DCH REHABILITATION CENTER,"809 UNIVERSITY BLVD, EAST",-,TUSCALOOSA,AL,35401,Tuscaloosa,(205) 333-4362,4,Spinal cord disease or condition (non-traumatic),25,-
01T092,DCH REHABILITATION CENTER,"809 UNIVERSITY BLVD, EAST",-,TUSCALOOSA,AL,35401,Tuscaloosa,(205) 333-4362,4,Spinal cord injury (traumatic),Less than 11,1
01T092,DCH REHABILITATION CENTER,"809 UNIVERSITY BLVD, EAST",-,TUSCALOOSA,AL,35401,Tuscaloosa,(205) 333-4362,4,Stroke,145,-
01T100,THOMAS HOSPITAL,750 MORPHY AVENUE,-,FAIRHOPE,AL,36533,Baldwin,(251) 435-3417,4,All other conditions,103,-
01T100,THOMAS HOSPITAL,750 MORPHY AVENUE,-,FAIRHOPE,AL,36533,Baldwin,(251) 435-3417,4,Brain disease or condition (non-traumatic),17,-
01T100,THOMAS HOSPITAL,750 MORPHY AVENUE,-,FAIRHOPE,AL,36533,Baldwin,(251) 435-3417,4,Brain injury (traumatic),Less than 11,1
01T100,THOMAS HOSPITAL,750 MORPHY AVENUE,-,FAIRHOPE,AL,36533,Baldwin,(251) 435-3417,4,Hip or femur fracture,36,-
01T100,THOMAS HOSPITAL,750 MORPHY AVENUE,-,FAIRHOPE,AL,36533,Baldwin,(251) 435-3417,4,"Hip or knee replacement, amputation or other bone or joint condition",50,-
01T100,THOMAS HOSPITAL,750 MORPHY AVENUE,-,FAIRHOPE,AL,36533,Baldwin,(251) 435-3417,4,Nervous system disorder (excluding stroke),Less than 11,1
01T100,THOMAS HOSPITAL,750 MORPHY AVENUE,-,FAIRHOPE,AL,36533,Baldwin,(251) 435-3417,4,Spinal cord disease or condition (non-traumatic),11,-
01T100,THOMAS HOSPITAL,750 MORPHY AVENUE,-,FAIRHOPE,AL,36533,Baldwin,(251) 435-3417,4,Spinal cord injury (traumatic),Less than 11,1
01T100,THOMAS HOSPITAL,750 MORPHY AVENUE,-,FAIRHOPE,AL,36533,Baldwin,(251) 435-3417,4,Stroke,61,-
01T104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,-,BIRMINGHAM,AL,35243,Jefferson,(205) 971-4520,4,All other conditions,103,-
01T104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,-,BIRMINGHAM,AL,35243,Jefferson,(205) 971-4520,4,Brain disease or condition (non-traumatic),21,-
01T104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,-,BIRMINGHAM,AL,35243,Jefferson,(205) 971-4520,4,Brain injury (traumatic),13,-
01T104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,-,BIRMINGHAM,AL,35243,Jefferson,(205) 971-4520,4,Hip or femur fracture,65,-
01T104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,-,BIRMINGHAM,AL,35243,Jefferson,(205) 971-4520,4,"Hip or knee replacement, amputation or other bone or joint condition",70,-
01T104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,-,BIRMINGHAM,AL,35243,Jefferson,(205) 971-4520,4,Nervous system disorder (excluding stroke),17,-
01T104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,-,BIRMINGHAM,AL,35243,Jefferson,(205) 971-4520,4,Spinal cord disease or condition (non-traumatic),26,-
01T104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,-,BIRMINGHAM,AL,35243,Jefferson,(205) 971-4520,4,Spinal cord injury (traumatic),Less than 11,1
01T104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,-,BIRMINGHAM,AL,35243,Jefferson,(205) 971-4520,4,Stroke,63,-
01T113,MOBILE INFIRMARY,POB 2144,-,MOBILE,AL,36652,Mobile,(251) 435-3400,4,All other conditions,62,-
01T113,MOBILE INFIRMARY,POB 2144,-,MOBILE,AL,36652,Mobile,(251) 435-3400,4,Brain disease or condition (non-traumatic),22,-
01T113,MOBILE INFIRMARY,POB 2144,-,MOBILE,AL,36652,Mobile,(251) 435-3400,4,Brain injury (traumatic),28,-
01T113,MOBILE INFIRMARY,POB 2144,-,MOBILE,AL,36652,Mobile,(251) 435-3400,4,Hip or femur fracture,17,-
01T113,MOBILE INFIRMARY,POB 2144,-,MOBILE,AL,36652,Mobile,(251) 435-3400,4,"Hip or knee replacement, amputation or other bone or joint condition",52,-
01T113,MOBILE INFIRMARY,POB 2144,-,MOBILE,AL,36652,Mobile,(251) 435-3400,4,Nervous system disorder (excluding stroke),17,-
01T113,MOBILE INFIRMARY,POB 2144,-,MOBILE,AL,36652,Mobile,(251) 435-3400,4,Spinal cord disease or condition (non-traumatic),31,-
01T113,MOBILE INFIRMARY,POB 2144,-,MOBILE,AL,36652,Mobile,(251) 435-3400,4,Spinal cord injury (traumatic),15,-
01T113,MOBILE INFIRMARY,POB 2144,-,MOBILE,AL,36652,Mobile,(251) 435-3400,4,Stroke,134,-
01T114,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,995 9TH AVENUE SOUTHWEST,-,BESSEMER,AL,35022,Jefferson,(205) 481-7287,4,All other conditions,63,-
01T114,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,995 9TH AVENUE SOUTHWEST,-,BESSEMER,AL,35022,Jefferson,(205) 481-7287,4,Brain disease or condition (non-traumatic),14,-
01T114,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,995 9TH AVENUE SOUTHWEST,-,BESSEMER,AL,35022,Jefferson,(205) 481-7287,4,Brain injury (traumatic),Less than 11,1
01T114,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,995 9TH AVENUE SOUTHWEST,-,BESSEMER,AL,35022,Jefferson,(205) 481-7287,4,Hip or femur fracture,38,-
01T114,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,995 9TH AVENUE SOUTHWEST,-,BESSEMER,AL,35022,Jefferson,(205) 481-7287,4,"Hip or knee replacement, amputation or other bone or joint condition",21,-
01T114,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,995 9TH AVENUE SOUTHWEST,-,BESSEMER,AL,35022,Jefferson,(205) 481-7287,4,Nervous system disorder (excluding stroke),Less than 11,1
01T114,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,995 9TH AVENUE SOUTHWEST,-,BESSEMER,AL,35022,Jefferson,(205) 481-7287,4,Spinal cord disease or condition (non-traumatic),Less than 11,1
01T114,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,995 9TH AVENUE SOUTHWEST,-,BESSEMER,AL,35022,Jefferson,(205) 481-7287,4,Spinal cord injury (traumatic),Less than 11,1
01T114,MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT,995 9TH AVENUE SOUTHWEST,-,BESSEMER,AL,35022,Jefferson,(205) 481-7287,4,Stroke,31,-
01T139,AMI BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CTR. DR,-,HOMEWOOD,AL,35209,Jefferson,(205) 877-1600,4,All other conditions,166,-
01T139,AMI BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CTR. DR,-,HOMEWOOD,AL,35209,Jefferson,(205) 877-1600,4,Brain disease or condition (non-traumatic),37,-
01T139,AMI BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CTR. DR,-,HOMEWOOD,AL,35209,Jefferson,(205) 877-1600,4,Brain injury (traumatic),30,-
01T139,AMI BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CTR. DR,-,HOMEWOOD,AL,35209,Jefferson,(205) 877-1600,4,Hip or femur fracture,40,-
01T139,AMI BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CTR. DR,-,HOMEWOOD,AL,35209,Jefferson,(205) 877-1600,4,"Hip or knee replacement, amputation or other bone or joint condition",64,-
01T139,AMI BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CTR. DR,-,HOMEWOOD,AL,35209,Jefferson,(205) 877-1600,4,Nervous system disorder (excluding stroke),88,-
01T139,AMI BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CTR. DR,-,HOMEWOOD,AL,35209,Jefferson,(205) 877-1600,4,Spinal cord disease or condition (non-traumatic),31,-
01T139,AMI BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CTR. DR,-,HOMEWOOD,AL,35209,Jefferson,(205) 877-1600,4,Spinal cord injury (traumatic),Less than 11,1
01T139,AMI BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CTR. DR,-,HOMEWOOD,AL,35209,Jefferson,(205) 877-1600,4,Stroke,144,-
01T144,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,-,MOBILE,AL,36608,Mobile,(502) 596-6346,4,All other conditions,62,-
