County,Year,Hispanic/Race,Sex,Age Group,Value,Estimate/Projection,vintage,fips
Jones,2025,Hispanic,Male,Population Age 75-79,0,Projection,2024,37103
Buncombe,2025,Hispanic,Male,Population Age 65-69,287,Projection,2024,37021
Randolph,2025,Hispanic,Female,Population Age 65-69,184,Projection,2024,37151
McDowell,2025,Hispanic,Male,Population Age 80-84,7,Projection,2024,37111
McDowell,2025,NHOther,Female,Population Age 70-74,133,Projection,2024,37111
Cherokee,2025,NHOther,Male,Population Age 75-79,79,Projection,2024,37039
Gates,2025,NHWhite,Female,Population Age 70-74,191,Projection,2024,37073
Carteret,2025,NHWhite,Male,Population Age 70-74,2520,Projection,2024,37031
Iredell,2025,NHWhite,Male,Population Age 80-84,1665,Projection,2024,37097
Franklin,2025,NHWhite,Female,Population Age 70-74,1633,Projection,2024,37069
Gaston,2025,NHOther,Male,Population Age 80-84,242,Projection,2024,37071
Buncombe,2025,NHOther,Female,Population Age 70-74,976,Projection,2024,37021
Onslow,2025,NHOther,Female,Population Age 80-84,316,Projection,2024,37133
Ashe,2025,Hispanic,Male,Population Age 65-69,16,Projection,2024,37009
Richmond,2025,NHOther,Female,Population Age 70-74,424,Projection,2024,37153
Martin,2025,NHWhite,Male,Population Age 65-69,425,Projection,2024,37117
Buncombe,2025,Hispanic,Male,Population Age 80-84,46,Projection,2024,37021
Craven,2025,NHWhite,Female,Population Age 80-84,1439,Projection,2024,37049
Craven,2025,NHWhite,Male,Population Age 75-79,1491,Projection,2024,37049
Alamance,2025,NHOther,Male,Population Age 65-69,1103,Projection,2024,37001
Guilford,2025,NHOther,Female,Population Age 70-74,4960,Projection,2024,37081
Onslow,2025,NHWhite,Female,Population Age 65-69,2784,Projection,2024,37133
Onslow,2025,NHWhite,Male,Population Age 75-79,1580,Projection,2024,37133
Orange,2025,NHWhite,Female,Population Age 70-74,2993,Projection,2024,37135
Cabarrus,2025,NHWhite,Female,Population Age 65-69,4610,Projection,2024,37025
Clay,2025,NHOther,Female,Population Age 65-69,0,Projection,2024,37043
Johnston,2025,NHWhite,Female,Population Age 65-69,5140,Projection,2024,37101
Alexander,2025,NHWhite,Male,Population Age 75-79,642,Projection,2024,37003
Orange,2025,Hispanic,Male,Population Age 65-69,193,Projection,2024,37135
McDowell,2025,NHWhite,Female,Population Age 80-84,634,Projection,2024,37111
Jones,2025,NHWhite,Male,Population Age 65-69,232,Projection,2024,37103
Alleghany,2025,NHWhite,Female,Population Age 80-84,224,Projection,2024,37005
Granville,2025,NHWhite,Male,Population Age 65-69,1432,Projection,2024,37077
Granville,2025,NHOther,Female,Population Age 65-69,575,Projection,2024,37077
Halifax,2025,NHOther,Male,Population Age 80-84,231,Projection,2024,37083
Craven,2025,NHWhite,Male,Population Age 80-84,851,Projection,2024,37049
Craven,2025,Hispanic,Male,Population Age 80-84,7,Projection,2024,37049
McDowell,2025,Hispanic,Female,Population Age 75-79,17,Projection,2024,37111
Lee,2025,NHOther,Female,Population Age 75-79,264,Projection,2024,37105
Tyrrell,2025,Hispanic,Female,Population Age 65-69,4,Projection,2024,37177
Tyrrell,2025,NHOther,Male,Population Age 80-84,12,Projection,2024,37177
Camden,2025,NHWhite,Female,Population Age 80-84,120,Projection,2024,37029
Rockingham,2025,NHWhite,Female,Population Age 70-74,2221,Projection,2024,37157
Nash,2025,Hispanic,Male,Population Age 70-74,54,Projection,2024,37127
Johnston,2025,NHWhite,Male,Population Age 65-69,4454,Projection,2024,37101
Graham,2025,NHWhite,Male,Population Age 80-84,125,Projection,2024,37075
Harnett,2025,Hispanic,Female,Population Age 65-69,219,Projection,2024,37085
Dare,2025,NHWhite,Male,Population Age 65-69,1545,Projection,2024,37055
Lenoir,2025,NHOther,Male,Population Age 65-69,763,Projection,2024,37107
Brunswick,2025,Hispanic,Male,Population Age 65-69,320,Projection,2024,37019
Polk,2025,Hispanic,Female,Population Age 70-74,6,Projection,2024,37149
Jones,2025,Hispanic,Male,Population Age 70-74,5,Projection,2024,37103
Avery,2025,NHWhite,Female,Population Age 75-79,478,Projection,2024,37011
Montgomery,2025,NHOther,Male,Population Age 75-79,67,Projection,2024,37123
Beaufort,2025,Hispanic,Female,Population Age 65-69,24,Projection,2024,37013
Beaufort,2025,Hispanic,Female,Population Age 80-84,5,Projection,2024,37013
Chatham,2025,NHOther,Male,Population Age 70-74,376,Projection,2024,37037
Cherokee,2025,NHWhite,Female,Population Age 65-69,1484,Projection,2024,37039
Rutherford,2025,Hispanic,Female,Population Age 65-69,57,Projection,2024,37161
Hertford,2025,NHOther,Male,Population Age 75-79,196,Projection,2024,37091
Scotland,2025,Hispanic,Female,Population Age 65-69,7,Projection,2024,37165
Mecklenburg,2025,NHOther,Female,Population Age 80-84,3091,Projection,2024,37119
Columbus,2025,NHOther,Male,Population Age 70-74,376,Projection,2024,37047
Cleveland,2025,Hispanic,Female,Population Age 70-74,37,Projection,2024,37045
Craven,2025,NHWhite,Female,Population Age 70-74,2503,Projection,2024,37049
Jackson,2025,NHOther,Male,Population Age 65-69,146,Projection,2024,37099
Franklin,2025,Hispanic,Female,Population Age 70-74,55,Projection,2024,37069
Harnett,2025,Hispanic,Female,Population Age 70-74,218,Projection,2024,37085
Currituck,2025,NHOther,Female,Population Age 70-74,140,Projection,2024,37053
Currituck,2025,NHOther,Male,Population Age 80-84,17,Projection,2024,37053
Alleghany,2025,Hispanic,Male,Population Age 75-79,10,Projection,2024,37005
Chowan,2025,NHOther,Female,Population Age 80-84,62,Projection,2024,37041
New Hanover,2025,NHOther,Male,Population Age 80-84,351,Projection,2024,37129
Guilford,2025,NHWhite,Female,Population Age 65-69,9614,Projection,2024,37081
Hyde,2025,NHWhite,Male,Population Age 75-79,74,Projection,2024,37095
Dare,2025,NHOther,Male,Population Age 75-79,36,Projection,2024,37055
Watauga,2025,NHWhite,Male,Population Age 80-84,523,Projection,2024,37189
Macon,2025,NHWhite,Male,Population Age 80-84,668,Projection,2024,37113
Macon,2025,Hispanic,Female,Population Age 80-84,12,Projection,2024,37113
Hyde,2025,NHOther,Male,Population Age 70-74,42,Projection,2024,37095
Duplin,2025,NHWhite,Female,Population Age 80-84,538,Projection,2024,37061
Duplin,2025,Hispanic,Male,Population Age 75-79,27,Projection,2024,37061
Durham,2025,NHOther,Female,Population Age 70-74,3785,Projection,2024,37063
Mitchell,2025,Hispanic,Male,Population Age 70-74,5,Projection,2024,37121
Gaston,2025,Hispanic,Female,Population Age 70-74,186,Projection,2024,37071
Haywood,2025,NHOther,Female,Population Age 80-84,34,Projection,2024,37087
Madison,2025,NHOther,Female,Population Age 65-69,38,Projection,2024,37115
Henderson,2025,NHOther,Female,Population Age 65-69,421,Projection,2024,37089
Beaufort,2025,NHOther,Female,Population Age 75-79,350,Projection,2024,37013
Johnston,2025,NHWhite,Male,Population Age 75-79,2565,Projection,2024,37101
Mecklenburg,2025,NHWhite,Male,Population Age 70-74,10761,Projection,2024,37119
Jones,2025,NHOther,Female,Population Age 70-74,150,Projection,2024,37103
Sampson,2025,NHWhite,Male,Population Age 80-84,397,Projection,2024,37163
Warren,2025,NHWhite,Male,Population Age 70-74,378,Projection,2024,37185
Gates,2025,NHWhite,Female,Population Age 80-84,117,Projection,2024,37073
Ashe,2025,NHOther,Female,Population Age 65-69,36,Projection,2024,37009
Bertie,2025,Hispanic,Female,Population Age 65-69,3,Projection,2024,37015
Franklin,2025,NHOther,Male,Population Age 70-74,532,Projection,2024,37069
Gaston,2025,Hispanic,Female,Population Age 80-84,58,Projection,2024,37071
Macon,2025,NHOther,Female,Population Age 75-79,35,Projection,2024,37113
Alexander,2025,Hispanic,Male,Population Age 65-69,12,Projection,2024,37003
Moore,2025,NHWhite,Female,Population Age 65-69,3421,Projection,2024,37125
Anson,2025,Hispanic,Female,Population Age 70-74,1,Projection,2024,37007
Lenoir,2025,NHOther,Female,Population Age 70-74,945,Projection,2024,37107
Nash,2025,NHOther,Male,Population Age 65-69,1208,Projection,2024,37127
Gates,2025,Hispanic,Female,Population Age 75-79,1,Projection,2024,37073
Polk,2025,NHOther,Female,Population Age 80-84,34,Projection,2024,37149
Henderson,2025,NHWhite,Female,Population Age 65-69,4555,Projection,2024,37089
Henderson,2025,Hispanic,Female,Population Age 80-84,48,Projection,2024,37089
Randolph,2025,NHWhite,Female,Population Age 75-79,3028,Projection,2024,37151
Currituck,2025,NHOther,Female,Population Age 75-79,71,Projection,2024,37053
Swain,2025,NHWhite,Male,Population Age 75-79,224,Projection,2024,37173
Pamlico,2025,NHWhite,Female,Population Age 75-79,384,Projection,2024,37137
Beaufort,2025,Hispanic,Female,Population Age 70-74,13,Projection,2024,37013
Sampson,2025,Hispanic,Male,Population Age 75-79,21,Projection,2024,37163
Brunswick,2025,Hispanic,Male,Population Age 70-74,216,Projection,2024,37019
Buncombe,2025,NHWhite,Female,Population Age 75-79,6776,Projection,2024,37021
Buncombe,2025,NHWhite,Male,Population Age 70-74,6980,Projection,2024,37021
Buncombe,2025,Hispanic,Female,Population Age 70-74,229,Projection,2024,37021
Buncombe,2025,Hispanic,Male,Population Age 70-74,256,Projection,2024,37021
Gaston,2025,NHOther,Female,Population Age 80-84,444,Projection,2024,37071
Yancey,2025,NHWhite,Female,Population Age 70-74,706,Projection,2024,37199
Forsyth,2025,NHWhite,Male,Population Age 75-79,4408,Projection,2024,37067
New Hanover,2025,NHOther,Female,Population Age 75-79,937,Projection,2024,37129
Pitt,2025,Hispanic,Male,Population Age 80-84,25,Projection,2024,37147
Alamance,2025,NHWhite,Male,Population Age 80-84,1377,Projection,2024,37001
Caswell,2025,NHWhite,Female,Population Age 80-84,243,Projection,2024,37033
Polk,2025,NHOther,Female,Population Age 65-69,66,Projection,2024,37149
Granville,2025,Hispanic,Female,Population Age 70-74,26,Projection,2024,37077
Yadkin,2025,NHWhite,Female,Population Age 65-69,1143,Projection,2024,37197
Yadkin,2025,Hispanic,Male,Population Age 65-69,73,Projection,2024,37197
Wilkes,2025,Hispanic,Male,Population Age 65-69,55,Projection,2024,37193
Wilkes,2025,NHOther,Male,Population Age 65-69,175,Projection,2024,37193
Greene,2025,Hispanic,Male,Population Age 80-84,3,Projection,2024,37079
Yancey,2025,NHWhite,Male,Population Age 75-79,496,Projection,2024,37199
Greene,2025,NHOther,Female,Population Age 80-84,71,Projection,2024,37079
Greene,2025,NHOther,Male,Population Age 65-69,238,Projection,2024,37079
Guilford,2025,NHOther,Male,Population Age 70-74,3371,Projection,2024,37081
Tyrrell,2025,NHWhite,Male,Population Age 70-74,64,Projection,2024,37177
Tyrrell,2025,NHOther,Female,Population Age 75-79,31,Projection,2024,37177
Avery,2025,NHOther,Female,Population Age 65-69,8,Projection,2024,37011
Avery,2025,Hispanic,Male,Population Age 65-69,7,Projection,2024,37011
Avery,2025,NHOther,Female,Population Age 75-79,10,Projection,2024,37011
Pasquotank,2025,NHOther,Male,Population Age 75-79,223,Projection,2024,37139
Halifax,2025,Hispanic,Female,Population Age 75-79,7,Projection,2024,37083
Lee,2025,NHOther,Male,Population Age 80-84,107,Projection,2024,37105
Hoke,2025,Hispanic,Male,Population Age 65-69,98,Projection,2024,37093
Robeson,2025,NHWhite,Female,Population Age 65-69,1013,Projection,2024,37155
Northampton,2025,Hispanic,Female,Population Age 70-74,3,Projection,2024,37131
Northampton,2025,Hispanic,Female,Population Age 80-84,2,Projection,2024,37131
Northampton,2025,NHOther,Female,Population Age 80-84,209,Projection,2024,37131
Scotland,2025,NHWhite,Male,Population Age 70-74,340,Projection,2024,37165
Hyde,2025,Hispanic,Female,Population Age 65-69,5,Projection,2024,37095
Hyde,2025,Hispanic,Male,Population Age 65-69,4,Projection,2024,37095
Hyde,2025,NHOther,Female,Population Age 65-69,57,Projection,2024,37095
Gates,2025,NHOther,Female,Population Age 80-84,55,Projection,2024,37073
Cherokee,2025,Hispanic,Female,Population Age 75-79,13,Projection,2024,37039
Chatham,2025,NHWhite,Male,Population Age 65-69,2171,Projection,2024,37037
Chatham,2025,NHWhite,Male,Population Age 70-74,2169,Projection,2024,37037
Swain,2025,NHOther,Male,Population Age 75-79,51,Projection,2024,37173
Cherokee,2025,Hispanic,Male,Population Age 70-74,18,Projection,2024,37039
Chowan,2025,NHWhite,Male,Population Age 70-74,288,Projection,2024,37041
Union,2025,Hispanic,Male,Population Age 70-74,286,Projection,2024,37179
Pamlico,2025,NHWhite,Female,Population Age 70-74,474,Projection,2024,37137
Sampson,2025,NHWhite,Male,Population Age 65-69,1041,Projection,2024,37163
Rockingham,2025,NHOther,Female,Population Age 70-74,750,Projection,2024,37157
Wayne,2025,Hispanic,Female,Population Age 65-69,113,Projection,2024,37191
Caldwell,2025,NHWhite,Male,Population Age 75-79,1501,Projection,2024,37027
Lee,2025,NHWhite,Female,Population Age 65-69,1575,Projection,2024,37105
Camden,2025,NHOther,Male,Population Age 80-84,23,Projection,2024,37029
Carteret,2025,Hispanic,Female,Population Age 65-69,72,Projection,2024,37031
Carteret,2025,NHOther,Female,Population Age 65-69,347,Projection,2024,37031
Camden,2025,Hispanic,Female,Population Age 70-74,2,Projection,2024,37029
Carteret,2025,Hispanic,Male,Population Age 70-74,45,Projection,2024,37031
Lenoir,2025,Hispanic,Male,Population Age 70-74,33,Projection,2024,37107
Pamlico,2025,NHWhite,Female,Population Age 80-84,224,Projection,2024,37137
Ashe,2025,Hispanic,Female,Population Age 80-84,3,Projection,2024,37009
Yancey,2025,NHOther,Male,Population Age 80-84,7,Projection,2024,37199
Chowan,2025,NHWhite,Female,Population Age 65-69,386,Projection,2024,37041
Chowan,2025,NHWhite,Female,Population Age 75-79,320,Projection,2024,37041
Dare,2025,NHWhite,Male,Population Age 75-79,949,Projection,2024,37055
Dare,2025,NHOther,Female,Population Age 80-84,10,Projection,2024,37055
McDowell,2025,NHOther,Female,Population Age 65-69,149,Projection,2024,37111
Anson,2025,Hispanic,Female,Population Age 65-69,3,Projection,2024,37007
Perquimans,2025,NHWhite,Female,Population Age 65-69,379,Projection,2024,37143
Perquimans,2025,Hispanic,Female,Population Age 65-69,1,Projection,2024,37143
Person,2025,Hispanic,Male,Population Age 70-74,21,Projection,2024,37145
Wayne,2025,NHWhite,Female,Population Age 65-69,1884,Projection,2024,37191
Catawba,2025,NHWhite,Male,Population Age 80-84,1531,Projection,2024,37035
Polk,2025,NHWhite,Male,Population Age 75-79,549,Projection,2024,37149
Clay,2025,Hispanic,Female,Population Age 80-84,5,Projection,2024,37043
Pitt,2025,NHWhite,Female,Population Age 75-79,1941,Projection,2024,37147
Pitt,2025,NHWhite,Female,Population Age 80-84,1066,Projection,2024,37147
Pitt,2025,NHOther,Female,Population Age 80-84,628,Projection,2024,37147
Mitchell,2025,NHOther,Male,Population Age 70-74,12,Projection,2024,37121
Washington,2025,NHOther,Female,Population Age 75-79,151,Projection,2024,37187
Brunswick,2025,NHWhite,Female,Population Age 75-79,6554,Projection,2024,37019
Clay,2025,Hispanic,Female,Population Age 70-74,6,Projection,2024,37043
Scotland,2025,NHOther,Female,Population Age 70-74,508,Projection,2024,37165
Granville,2025,NHOther,Male,Population Age 75-79,421,Projection,2024,37077
Cherokee,2025,NHWhite,Female,Population Age 75-79,1099,Projection,2024,37039
Surry,2025,NHWhite,Female,Population Age 70-74,2028,Projection,2024,37171
Pasquotank,2025,NHWhite,Male,Population Age 80-84,241,Projection,2024,37139
Pasquotank,2025,Hispanic,Male,Population Age 65-69,31,Projection,2024,37139
Currituck,2025,Hispanic,Male,Population Age 80-84,3,Projection,2024,37053
Mecklenburg,2025,NHWhite,Male,Population Age 65-69,14438,Projection,2024,37119
Wilkes,2025,Hispanic,Female,Population Age 70-74,36,Projection,2024,37193
Mitchell,2025,Hispanic,Male,Population Age 75-79,9,Projection,2024,37121
Halifax,2025,Hispanic,Male,Population Age 80-84,2,Projection,2024,37083
Sampson,2025,NHWhite,Female,Population Age 75-79,776,Projection,2024,37163
Haywood,2025,Hispanic,Female,Population Age 70-74,33,Projection,2024,37087
Halifax,2025,Hispanic,Male,Population Age 65-69,9,Projection,2024,37083
Clay,2025,NHWhite,Female,Population Age 70-74,578,Projection,2024,37043
Washington,2025,NHOther,Male,Population Age 75-79,127,Projection,2024,37187
Pamlico,2025,NHWhite,Male,Population Age 80-84,207,Projection,2024,37137
McDowell,2025,NHWhite,Male,Population Age 75-79,889,Projection,2024,37111
Cherokee,2025,NHOther,Female,Population Age 80-84,63,Projection,2024,37039
Martin,2025,NHWhite,Male,Population Age 80-84,162,Projection,2024,37117
Martin,2025,NHOther,Female,Population Age 65-69,443,Projection,2024,37117
Martin,2025,NHOther,Male,Population Age 65-69,324,Projection,2024,37117
Martin,2025,NHOther,Male,Population Age 80-84,111,Projection,2024,37117
Camden,2025,NHWhite,Female,Population Age 75-79,161,Projection,2024,37029
Durham,2025,NHOther,Male,Population Age 80-84,787,Projection,2024,37063
Haywood,2025,Hispanic,Male,Population Age 70-74,27,Projection,2024,37087
Alamance,2025,NHWhite,Female,Population Age 70-74,3498,Projection,2024,37001
Rutherford,2025,NHOther,Male,Population Age 80-84,57,Projection,2024,37161
Hyde,2025,NHOther,Male,Population Age 65-69,45,Projection,2024,37095
Brunswick,2025,Hispanic,Female,Population Age 70-74,86,Projection,2024,37019
Montgomery,2025,NHWhite,Female,Population Age 65-69,737,Projection,2024,37123
Cherokee,2025,NHOther,Female,Population Age 70-74,160,Projection,2024,37039
Moore,2025,Hispanic,Male,Population Age 75-79,21,Projection,2024,37125
Burke,2025,NHWhite,Male,Population Age 65-69,2694,Projection,2024,37023
Burke,2025,NHOther,Female,Population Age 65-69,320,Projection,2024,37023
Franklin,2025,NHWhite,Male,Population Age 75-79,976,Projection,2024,37069
Chowan,2025,NHOther,Female,Population Age 65-69,214,Projection,2024,37041
Guilford,2025,NHWhite,Female,Population Age 70-74,8450,Projection,2024,37081
Guilford,2025,NHWhite,Female,Population Age 75-79,7218,Projection,2024,37081
Henderson,2025,NHOther,Male,Population Age 80-84,69,Projection,2024,37089
Chatham,2025,NHWhite,Female,Population Age 80-84,1614,Projection,2024,37037
Currituck,2025,Hispanic,Male,Population Age 70-74,6,Projection,2024,37053
Edgecombe,2025,NHOther,Female,Population Age 70-74,1071,Projection,2024,37065
Gates,2025,Hispanic,Male,Population Age 80-84,0,Projection,2024,37073
Gates,2025,Hispanic,Female,Population Age 65-69,2,Projection,2024,37073
Rockingham,2025,NHOther,Male,Population Age 80-84,177,Projection,2024,37157
Lenoir,2025,NHWhite,Male,Population Age 65-69,799,Projection,2024,37107
Iredell,2025,NHOther,Female,Population Age 70-74,760,Projection,2024,37097
Franklin,2025,Hispanic,Female,Population Age 65-69,74,Projection,2024,37069
Caldwell,2025,Hispanic,Male,Population Age 80-84,7,Projection,2024,37027
Greene,2025,Hispanic,Male,Population Age 75-79,7,Projection,2024,37079
Stanly,2025,Hispanic,Female,Population Age 65-69,25,Projection,2024,37167
Hoke,2025,Hispanic,Male,Population Age 75-79,24,Projection,2024,37093
Pamlico,2025,NHWhite,Male,Population Age 70-74,416,Projection,2024,37137
New Hanover,2025,Hispanic,Female,Population Age 80-84,50,Projection,2024,37129
Pasquotank,2025,NHWhite,Male,Population Age 70-74,609,Projection,2024,37139
Pender,2025,NHWhite,Female,Population Age 70-74,1591,Projection,2024,37141
Mitchell,2025,NHWhite,Female,Population Age 80-84,317,Projection,2024,37121
Catawba,2025,NHOther,Male,Population Age 75-79,261,Projection,2024,37035
Wilson,2025,NHWhite,Male,Population Age 65-69,1168,Projection,2024,37195
Wilson,2025,Hispanic,Female,Population Age 75-79,29,Projection,2024,37195
Stanly,2025,NHWhite,Male,Population Age 75-79,1112,Projection,2024,37167
Cleveland,2025,Hispanic,Male,Population Age 75-79,12,Projection,2024,37045
Chatham,2025,NHOther,Female,Population Age 70-74,587,Projection,2024,37037
Columbus,2025,NHWhite,Male,Population Age 75-79,578,Projection,2024,37047
Craven,2025,NHOther,Male,Population Age 65-69,703,Projection,2024,37049
Washington,2025,NHWhite,Female,Population Age 80-84,131,Projection,2024,37187
Wayne,2025,Hispanic,Female,Population Age 75-79,34,Projection,2024,37191
Guilford,2025,Hispanic,Female,Population Age 70-74,447,Projection,2024,37081
Onslow,2025,Hispanic,Female,Population Age 75-79,115,Projection,2024,37133
Chowan,2025,NHOther,Female,Population Age 70-74,204,Projection,2024,37041
Wilkes,2025,Hispanic,Female,Population Age 80-84,11,Projection,2024,37193
Orange,2025,NHOther,Male,Population Age 65-69,800,Projection,2024,37135
Chatham,2025,Hispanic,Male,Population Age 65-69,155,Projection,2024,37037
Chatham,2025,NHOther,Female,Population Age 80-84,240,Projection,2024,37037
Cabarrus,2025,Hispanic,Female,Population Age 65-69,417,Projection,2024,37025
Graham,2025,NHWhite,Male,Population Age 65-69,237,Projection,2024,37075
Granville,2025,Hispanic,Female,Population Age 65-69,46,Projection,2024,37077
Alleghany,2025,NHOther,Female,Population Age 80-84,5,Projection,2024,37005
Clay,2025,Hispanic,Female,Population Age 65-69,5,Projection,2024,37043
Union,2025,NHWhite,Male,Population Age 80-84,1696,Projection,2024,37179
Union,2025,NHOther,Female,Population Age 70-74,934,Projection,2024,37179
Union,2025,NHOther,Female,Population Age 80-84,384,Projection,2024,37179
Camden,2025,NHWhite,Male,Population Age 80-84,98,Projection,2024,37029
Pender,2025,Hispanic,Female,Population Age 75-79,20,Projection,2024,37141
Pender,2025,NHOther,Male,Population Age 70-74,347,Projection,2024,37141
Wayne,2025,NHOther,Male,Population Age 65-69,1241,Projection,2024,37191
Lenoir,2025,NHWhite,Female,Population Age 80-84,577,Projection,2024,37107
Yadkin,2025,NHOther,Male,Population Age 75-79,36,Projection,2024,37197
Davidson,2025,NHOther,Male,Population Age 80-84,184,Projection,2024,37057
Hyde,2025,Hispanic,Male,Population Age 75-79,1,Projection,2024,37095
Person,2025,Hispanic,Female,Population Age 70-74,15,Projection,2024,37145
Washington,2025,NHWhite,Male,Population Age 80-84,95,Projection,2024,37187
Pitt,2025,Hispanic,Male,Population Age 65-69,140,Projection,2024,37147
Caldwell,2025,NHOther,Female,Population Age 80-84,89,Projection,2024,37027
Caldwell,2025,NHOther,Male,Population Age 75-79,135,Projection,2024,37027
Harnett,2025,NHWhite,Male,Population Age 70-74,1798,Projection,2024,37085
Harnett,2025,NHWhite,Male,Population Age 80-84,775,Projection,2024,37085
Person,2025,NHWhite,Female,Population Age 65-69,1001,Projection,2024,37145
Harnett,2025,NHOther,Female,Population Age 75-79,562,Projection,2024,37085
Mecklenburg,2025,Hispanic,Female,Population Age 65-69,2835,Projection,2024,37119
Lincoln,2025,Hispanic,Female,Population Age 70-74,59,Projection,2024,37109
Lincoln,2025,NHOther,Female,Population Age 75-79,200,Projection,2024,37109
Buncombe,2025,NHWhite,Female,Population Age 65-69,8963,Projection,2024,37021
Buncombe,2025,NHWhite,Male,Population Age 75-79,5542,Projection,2024,37021
Buncombe,2025,Hispanic,Female,Population Age 75-79,160,Projection,2024,37021
Gaston,2025,NHWhite,Female,Population Age 80-84,2284,Projection,2024,37071
Macon,2025,NHWhite,Female,Population Age 65-69,1646,Projection,2024,37113
Burke,2025,Hispanic,Male,Population Age 80-84,9,Projection,2024,37023
Rowan,2025,Hispanic,Female,Population Age 65-69,234,Projection,2024,37159
Stanly,2025,Hispanic,Male,Population Age 70-74,23,Projection,2024,37167
Rutherford,2025,NHOther,Female,Population Age 75-79,270,Projection,2024,37161
Caswell,2025,NHOther,Male,Population Age 80-84,80,Projection,2024,37033
Catawba,2025,NHOther,Female,Population Age 70-74,583,Projection,2024,37035
Moore,2025,NHWhite,Male,Population Age 75-79,2399,Projection,2024,37125
Moore,2025,NHWhite,Male,Population Age 80-84,1535,Projection,2024,37125
Burke,2025,NHOther,Male,Population Age 75-79,167,Projection,2024,37023
Alamance,2025,NHOther,Female,Population Age 70-74,1183,Projection,2024,37001
Robeson,2025,NHWhite,Male,Population Age 70-74,785,Projection,2024,37155
Rowan,2025,NHWhite,Male,Population Age 65-69,3505,Projection,2024,37159
Rowan,2025,NHOther,Male,Population Age 80-84,236,Projection,2024,37159
Washington,2025,NHWhite,Female,Population Age 75-79,172,Projection,2024,37187
Franklin,2025,NHOther,Female,Population Age 70-74,717,Projection,2024,37069
Granville,2025,Hispanic,Female,Population Age 75-79,15,Projection,2024,37077
Watauga,2025,NHWhite,Female,Population Age 80-84,596,Projection,2024,37189
Henderson,2025,Hispanic,Male,Population Age 65-69,319,Projection,2024,37089
Cabarrus,2025,NHOther,Female,Population Age 70-74,1219,Projection,2024,37025
Lenoir,2025,Hispanic,Male,Population Age 75-79,24,Projection,2024,37107
Alleghany,2025,NHWhite,Female,Population Age 70-74,461,Projection,2024,37005
McDowell,2025,NHWhite,Male,Population Age 70-74,1139,Projection,2024,37111
McDowell,2025,NHOther,Female,Population Age 80-84,55,Projection,2024,37111
McDowell,2025,NHOther,Male,Population Age 80-84,20,Projection,2024,37111
Franklin,2025,NHWhite,Male,Population Age 70-74,1406,Projection,2024,37069
