County,Year,Hispanic/Race,Sex,Age Group,Value,Estimate/Projection,vintage,fips
Columbus,2023,NHOther,Female,Population Age 70-74,544,Estimate,2023,37047
Transylvania,2023,Hispanic,Female,Population Age 80-84,9,Estimate,2023,37175
Sampson,2023,NHWhite,Female,Population Age 75-79,735,Estimate,2023,37163
Sampson,2023,NHOther,Female,Population Age 80-84,202,Estimate,2023,37163
Alexander,2023,NHWhite,Female,Population Age 80-84,520,Estimate,2023,37003
Madison,2023,NHWhite,Male,Population Age 80-84,264,Estimate,2023,37115
Duplin,2023,NHOther,Female,Population Age 70-74,521,Estimate,2023,37061
Union,2023,NHWhite,Male,Population Age 75-79,2553,Estimate,2023,37179
Union,2023,Hispanic,Male,Population Age 65-69,416,Estimate,2023,37179
Union,2023,Hispanic,Male,Population Age 70-74,230,Estimate,2023,37179
Rutherford,2023,NHOther,Male,Population Age 70-74,202,Estimate,2023,37161
Hertford,2023,NHWhite,Male,Population Age 75-79,161,Estimate,2023,37091
New Hanover,2023,NHWhite,Female,Population Age 75-79,4531,Estimate,2023,37129
Northampton,2023,NHWhite,Male,Population Age 80-84,116,Estimate,2023,37131
Hyde,2023,NHOther,Male,Population Age 70-74,38,Estimate,2023,37095
Yadkin,2023,NHWhite,Female,Population Age 75-79,800,Estimate,2023,37197
Duplin,2023,NHWhite,Male,Population Age 75-79,534,Estimate,2023,37061
Catawba,2023,Hispanic,Male,Population Age 70-74,132,Estimate,2023,37035
McDowell,2023,NHOther,Male,Population Age 65-69,113,Estimate,2023,37111
Gates,2023,NHWhite,Male,Population Age 65-69,260,Estimate,2023,37073
Greene,2023,NHWhite,Male,Population Age 65-69,348,Estimate,2023,37079
Greene,2023,NHOther,Female,Population Age 80-84,71,Estimate,2023,37079
Tyrrell,2023,NHOther,Female,Population Age 80-84,44,Estimate,2023,37177
Surry,2023,NHWhite,Male,Population Age 65-69,1904,Estimate,2023,37171
Beaufort,2023,Hispanic,Female,Population Age 65-69,22,Estimate,2023,37013
Durham,2023,Hispanic,Female,Population Age 80-84,89,Estimate,2023,37063
Clay,2023,NHWhite,Male,Population Age 75-79,372,Estimate,2023,37043
Scotland,2023,NHOther,Female,Population Age 80-84,175,Estimate,2023,37165
Durham,2023,NHOther,Male,Population Age 80-84,662,Estimate,2023,37063
Transylvania,2023,Hispanic,Male,Population Age 70-74,52,Estimate,2023,37175
Caswell,2023,NHWhite,Female,Population Age 75-79,355,Estimate,2023,37033
Caswell,2023,Hispanic,Male,Population Age 70-74,9,Estimate,2023,37033
Catawba,2023,Hispanic,Female,Population Age 65-69,265,Estimate,2023,37035
Lincoln,2023,NHWhite,Male,Population Age 65-69,2622,Estimate,2023,37109
Currituck,2023,NHOther,Male,Population Age 70-74,70,Estimate,2023,37053
Pamlico,2023,Hispanic,Female,Population Age 75-79,1,Estimate,2023,37137
Sampson,2023,Hispanic,Male,Population Age 75-79,36,Estimate,2023,37163
Brunswick,2023,Hispanic,Male,Population Age 75-79,78,Estimate,2023,37019
Vance,2023,Hispanic,Female,Population Age 70-74,19,Estimate,2023,37181
Cabarrus,2023,Hispanic,Male,Population Age 70-74,132,Estimate,2023,37025
Wayne,2023,NHOther,Female,Population Age 70-74,1119,Estimate,2023,37191
Onslow,2023,NHWhite,Male,Population Age 75-79,1512,Estimate,2023,37133
Wilkes,2023,NHOther,Female,Population Age 70-74,139,Estimate,2023,37193
Rockingham,2023,NHWhite,Female,Population Age 75-79,1661,Estimate,2023,37157
Rockingham,2023,NHOther,Male,Population Age 80-84,174,Estimate,2023,37157
Yancey,2023,Hispanic,Female,Population Age 80-84,4,Estimate,2023,37199
Lenoir,2023,NHOther,Female,Population Age 80-84,323,Estimate,2023,37107
Carteret,2023,NHWhite,Female,Population Age 80-84,1135,Estimate,2023,37031
Carteret,2023,NHOther,Male,Population Age 65-69,240,Estimate,2023,37031
Buncombe,2023,NHWhite,Male,Population Age 75-79,4985,Estimate,2023,37021
Swain,2023,Hispanic,Female,Population Age 80-84,1,Estimate,2023,37173
Transylvania,2023,NHOther,Male,Population Age 80-84,25,Estimate,2023,37175
Northampton,2023,Hispanic,Female,Population Age 80-84,2,Estimate,2023,37131
Northampton,2023,NHOther,Female,Population Age 70-74,472,Estimate,2023,37131
Forsyth,2023,Hispanic,Male,Population Age 75-79,177,Estimate,2023,37067
Caswell,2023,NHOther,Male,Population Age 70-74,258,Estimate,2023,37033
Catawba,2023,Hispanic,Male,Population Age 80-84,34,Estimate,2023,37035
Chowan,2023,NHWhite,Female,Population Age 70-74,370,Estimate,2023,37041
Martin,2023,Hispanic,Male,Population Age 70-74,8,Estimate,2023,37117
McDowell,2023,NHOther,Male,Population Age 70-74,82,Estimate,2023,37111
Perquimans,2023,NHOther,Female,Population Age 70-74,130,Estimate,2023,37143
Perquimans,2023,NHOther,Male,Population Age 75-79,63,Estimate,2023,37143
Burke,2023,NHOther,Female,Population Age 65-69,299,Estimate,2023,37023
Pitt,2023,Hispanic,Male,Population Age 80-84,28,Estimate,2023,37147
Pitt,2023,NHOther,Female,Population Age 75-79,1060,Estimate,2023,37147
Davidson,2023,NHWhite,Female,Population Age 80-84,2059,Estimate,2023,37057
Davidson,2023,NHOther,Male,Population Age 80-84,160,Estimate,2023,37057
Polk,2023,Hispanic,Male,Population Age 70-74,15,Estimate,2023,37149
Richmond,2023,Hispanic,Female,Population Age 65-69,29,Estimate,2023,37153
Richmond,2023,Hispanic,Female,Population Age 80-84,6,Estimate,2023,37153
Richmond,2023,NHOther,Female,Population Age 70-74,398,Estimate,2023,37153
Mecklenburg,2023,NHWhite,Male,Population Age 65-69,13717,Estimate,2023,37119
Mecklenburg,2023,Hispanic,Male,Population Age 70-74,1027,Estimate,2023,37119
Cleveland,2023,NHOther,Female,Population Age 65-69,857,Estimate,2023,37045
Cabarrus,2023,NHWhite,Female,Population Age 70-74,3628,Estimate,2023,37025
Graham,2023,Hispanic,Female,Population Age 80-84,0,Estimate,2023,37075
Graham,2023,NHOther,Female,Population Age 75-79,15,Estimate,2023,37075
Chatham,2023,Hispanic,Female,Population Age 70-74,59,Estimate,2023,37037
Cherokee,2023,NHOther,Male,Population Age 70-74,111,Estimate,2023,37039
Surry,2023,Hispanic,Male,Population Age 70-74,41,Estimate,2023,37171
Rowan,2023,Hispanic,Male,Population Age 70-74,108,Estimate,2023,37159
Mecklenburg,2023,Hispanic,Female,Population Age 70-74,1529,Estimate,2023,37119
Dare,2023,NHWhite,Male,Population Age 70-74,1220,Estimate,2023,37055
Dare,2023,Hispanic,Female,Population Age 70-74,7,Estimate,2023,37055
Wilson,2023,NHWhite,Female,Population Age 80-84,690,Estimate,2023,37195
Brunswick,2023,Hispanic,Male,Population Age 65-69,229,Estimate,2023,37019
Iredell,2023,NHOther,Female,Population Age 80-84,285,Estimate,2023,37097
Montgomery,2023,NHOther,Female,Population Age 75-79,96,Estimate,2023,37123
Washington,2023,NHWhite,Male,Population Age 80-84,82,Estimate,2023,37187
Hyde,2023,NHWhite,Female,Population Age 70-74,104,Estimate,2023,37095
Chowan,2023,Hispanic,Male,Population Age 70-74,2,Estimate,2023,37041
Beaufort,2023,NHWhite,Female,Population Age 70-74,1306,Estimate,2023,37013
Beaufort,2023,NHWhite,Male,Population Age 65-69,1136,Estimate,2023,37013
Perquimans,2023,NHWhite,Male,Population Age 70-74,341,Estimate,2023,37143
McDowell,2023,NHOther,Female,Population Age 70-74,102,Estimate,2023,37111
Johnston,2023,NHWhite,Female,Population Age 65-69,4778,Estimate,2023,37101
Hyde,2023,NHWhite,Female,Population Age 80-84,49,Estimate,2023,37095
Cleveland,2023,NHOther,Female,Population Age 75-79,469,Estimate,2023,37045
Brunswick,2023,Hispanic,Male,Population Age 80-84,40,Estimate,2023,37019
Harnett,2023,NHOther,Female,Population Age 75-79,458,Estimate,2023,37085
Union,2023,Hispanic,Male,Population Age 75-79,130,Estimate,2023,37179
Orange,2023,NHWhite,Male,Population Age 65-69,2850,Estimate,2023,37135
Burke,2023,NHOther,Male,Population Age 65-69,236,Estimate,2023,37023
Pamlico,2023,NHWhite,Female,Population Age 75-79,329,Estimate,2023,37137
Durham,2023,NHWhite,Male,Population Age 65-69,3948,Estimate,2023,37063
Iredell,2023,NHWhite,Female,Population Age 70-74,4069,Estimate,2023,37097
Randolph,2023,NHWhite,Female,Population Age 70-74,3570,Estimate,2023,37151
Cleveland,2023,NHOther,Male,Population Age 75-79,349,Estimate,2023,37045
Alamance,2023,NHWhite,Female,Population Age 65-69,3810,Estimate,2023,37001
Mecklenburg,2023,Hispanic,Female,Population Age 65-69,2321,Estimate,2023,37119
Franklin,2023,NHWhite,Female,Population Age 65-69,1877,Estimate,2023,37069
Robeson,2023,Hispanic,Male,Population Age 75-79,34,Estimate,2023,37155
Franklin,2023,Hispanic,Female,Population Age 65-69,69,Estimate,2023,37069
Gates,2023,NHWhite,Female,Population Age 75-79,179,Estimate,2023,37073
Gates,2023,NHOther,Female,Population Age 75-79,101,Estimate,2023,37073
Greene,2023,NHOther,Male,Population Age 75-79,98,Estimate,2023,37079
Jackson,2023,NHOther,Female,Population Age 65-69,196,Estimate,2023,37099
Union,2023,NHOther,Male,Population Age 70-74,668,Estimate,2023,37179
Hoke,2023,NHWhite,Female,Population Age 65-69,484,Estimate,2023,37093
Pamlico,2023,Hispanic,Female,Population Age 65-69,8,Estimate,2023,37137
Pamlico,2023,NHOther,Female,Population Age 70-74,118,Estimate,2023,37137
New Hanover,2023,Hispanic,Male,Population Age 65-69,206,Estimate,2023,37129
Hyde,2023,NHWhite,Female,Population Age 65-69,141,Estimate,2023,37095
Mecklenburg,2023,Hispanic,Female,Population Age 75-79,730,Estimate,2023,37119
Mecklenburg,2023,NHWhite,Male,Population Age 80-84,4334,Estimate,2023,37119
Northampton,2023,NHOther,Male,Population Age 65-69,335,Estimate,2023,37131
Forsyth,2023,NHWhite,Female,Population Age 75-79,5435,Estimate,2023,37067
Caldwell,2023,Hispanic,Female,Population Age 80-84,17,Estimate,2023,37027
Buncombe,2023,NHWhite,Female,Population Age 65-69,8994,Estimate,2023,37021
Guilford,2023,Hispanic,Female,Population Age 65-69,586,Estimate,2023,37081
Alamance,2023,NHWhite,Female,Population Age 80-84,1734,Estimate,2023,37001
Greene,2023,NHOther,Female,Population Age 70-74,236,Estimate,2023,37079
Pasquotank,2023,NHWhite,Male,Population Age 70-74,585,Estimate,2023,37139
Hyde,2023,Hispanic,Male,Population Age 80-84,0,Estimate,2023,37095
Columbus,2023,NHWhite,Female,Population Age 75-79,1041,Estimate,2023,37047
Columbus,2023,NHWhite,Male,Population Age 80-84,298,Estimate,2023,37047
Wayne,2023,NHWhite,Male,Population Age 70-74,1605,Estimate,2023,37191
Bertie,2023,NHOther,Male,Population Age 70-74,287,Estimate,2023,37015
Granville,2023,NHOther,Female,Population Age 65-69,516,Estimate,2023,37077
Northampton,2023,Hispanic,Female,Population Age 65-69,4,Estimate,2023,37131
Watauga,2023,NHWhite,Female,Population Age 70-74,1322,Estimate,2023,37189
Scotland,2023,NHWhite,Female,Population Age 80-84,225,Estimate,2023,37165
McDowell,2023,Hispanic,Male,Population Age 75-79,18,Estimate,2023,37111
Orange,2023,Hispanic,Female,Population Age 70-74,95,Estimate,2023,37135
Lee,2023,NHOther,Female,Population Age 80-84,133,Estimate,2023,37105
Moore,2023,Hispanic,Male,Population Age 70-74,37,Estimate,2023,37125
Bladen,2023,NHOther,Female,Population Age 65-69,543,Estimate,2023,37017
Rutherford,2023,NHWhite,Male,Population Age 70-74,1553,Estimate,2023,37161
Lee,2023,NHOther,Male,Population Age 80-84,94,Estimate,2023,37105
Pender,2023,NHWhite,Female,Population Age 70-74,1450,Estimate,2023,37141
Cleveland,2023,Hispanic,Female,Population Age 75-79,42,Estimate,2023,37045
Martin,2023,NHOther,Female,Population Age 70-74,411,Estimate,2023,37117
Martin,2023,NHOther,Female,Population Age 75-79,287,Estimate,2023,37117
Alleghany,2023,NHWhite,Female,Population Age 75-79,332,Estimate,2023,37005
Alleghany,2023,Hispanic,Male,Population Age 65-69,30,Estimate,2023,37005
Alleghany,2023,NHOther,Female,Population Age 70-74,9,Estimate,2023,37005
Harnett,2023,Hispanic,Female,Population Age 75-79,49,Estimate,2023,37085
Nash,2023,NHOther,Female,Population Age 75-79,738,Estimate,2023,37127
Pender,2023,NHOther,Female,Population Age 65-69,452,Estimate,2023,37141
Wayne,2023,NHOther,Male,Population Age 65-69,1260,Estimate,2023,37191
Lee,2023,NHOther,Female,Population Age 75-79,214,Estimate,2023,37105
Bertie,2023,Hispanic,Male,Population Age 80-84,1,Estimate,2023,37015
Carteret,2023,NHWhite,Male,Population Age 75-79,1711,Estimate,2023,37031
Rowan,2023,NHWhite,Female,Population Age 70-74,3133,Estimate,2023,37159
Onslow,2023,NHWhite,Female,Population Age 75-79,1546,Estimate,2023,37133
Polk,2023,NHWhite,Male,Population Age 65-69,678,Estimate,2023,37149
Polk,2023,NHWhite,Male,Population Age 70-74,646,Estimate,2023,37149
Polk,2023,Hispanic,Male,Population Age 75-79,11,Estimate,2023,37149
Wilson,2023,Hispanic,Female,Population Age 75-79,27,Estimate,2023,37195
Wilson,2023,Hispanic,Male,Population Age 75-79,26,Estimate,2023,37195
Wilson,2023,NHOther,Male,Population Age 70-74,777,Estimate,2023,37195
Cabarrus,2023,Hispanic,Male,Population Age 75-79,104,Estimate,2023,37025
Cabarrus,2023,NHOther,Male,Population Age 70-74,832,Estimate,2023,37025
Randolph,2023,NHWhite,Male,Population Age 65-69,3573,Estimate,2023,37151
Polk,2023,Hispanic,Female,Population Age 80-84,3,Estimate,2023,37149
Polk,2023,Hispanic,Male,Population Age 65-69,14,Estimate,2023,37149
Rowan,2023,NHWhite,Male,Population Age 80-84,1207,Estimate,2023,37159
Durham,2023,Hispanic,Male,Population Age 80-84,100,Estimate,2023,37063
Durham,2023,NHOther,Male,Population Age 65-69,3011,Estimate,2023,37063
Rutherford,2023,NHWhite,Male,Population Age 65-69,1789,Estimate,2023,37161
Randolph,2023,NHOther,Male,Population Age 75-79,198,Estimate,2023,37151
Onslow,2023,NHWhite,Female,Population Age 65-69,2631,Estimate,2023,37133
Edgecombe,2023,NHWhite,Male,Population Age 80-84,243,Estimate,2023,37065
Surry,2023,NHOther,Male,Population Age 65-69,179,Estimate,2023,37171
Stanly,2023,NHOther,Female,Population Age 80-84,95,Estimate,2023,37167
Wilson,2023,NHOther,Male,Population Age 75-79,506,Estimate,2023,37195
Union,2023,NHOther,Female,Population Age 80-84,353,Estimate,2023,37179
Halifax,2023,NHWhite,Male,Population Age 65-69,646,Estimate,2023,37083
Edgecombe,2023,NHOther,Female,Population Age 70-74,963,Estimate,2023,37065
Rutherford,2023,Hispanic,Female,Population Age 65-69,44,Estimate,2023,37161
Harnett,2023,NHWhite,Female,Population Age 70-74,1956,Estimate,2023,37085
Harnett,2023,NHWhite,Female,Population Age 80-84,923,Estimate,2023,37085
Henderson,2023,Hispanic,Female,Population Age 80-84,34,Estimate,2023,37089
Robeson,2023,Hispanic,Male,Population Age 65-69,113,Estimate,2023,37155
Robeson,2023,NHWhite,Male,Population Age 75-79,617,Estimate,2023,37155
Orange,2023,NHWhite,Male,Population Age 70-74,2566,Estimate,2023,37135
Wilkes,2023,NHOther,Male,Population Age 65-69,165,Estimate,2023,37193
Jackson,2023,NHOther,Female,Population Age 75-79,99,Estimate,2023,37099
Lenoir,2023,Hispanic,Male,Population Age 65-69,60,Estimate,2023,37107
Cabarrus,2023,NHWhite,Female,Population Age 65-69,4371,Estimate,2023,37025
Lenoir,2023,NHOther,Female,Population Age 65-69,1069,Estimate,2023,37107
Alleghany,2023,NHWhite,Female,Population Age 65-69,501,Estimate,2023,37005
Rowan,2023,NHOther,Female,Population Age 75-79,526,Estimate,2023,37159
Rockingham,2023,Hispanic,Female,Population Age 65-69,49,Estimate,2023,37157
Graham,2023,NHOther,Male,Population Age 80-84,7,Estimate,2023,37075
Rutherford,2023,NHOther,Male,Population Age 80-84,63,Estimate,2023,37161
Guilford,2023,NHWhite,Female,Population Age 75-79,6624,Estimate,2023,37081
Warren,2023,NHWhite,Male,Population Age 80-84,153,Estimate,2023,37185
Warren,2023,Hispanic,Female,Population Age 80-84,2,Estimate,2023,37185
Rowan,2023,NHWhite,Male,Population Age 75-79,2121,Estimate,2023,37159
