County;Year;Hispanic/Race;Sex;Age Group;Value;Estimate/Projection;vintage;fips
Camden;2023;NHOther;Male;Population Age 75-79;47.0;Estimate;2023;37029
Camden;2024;NHOther;Female;Population Age 75-79;46.0;Projection;2024;37029
Camden;2025;NHOther;Male;Population Age 70-74;59.0;Projection;2024;37029
Gates;2024;NHWhite;Female;Population Age 70-74;176.0;Projection;2024;37073
Duplin;2023;NHOther;Female;Population Age 65-69;623.0;Estimate;2023;37061
Duplin;2024;NHWhite;Male;Population Age 65-69;852.0;Projection;2024;37061
Montgomery;2023;Hispanic;Female;Population Age 65-69;24.0;Estimate;2023;37123
Montgomery;2024;NHWhite;Female;Population Age 65-69;739.0;Projection;2024;37123
Duplin;2023;NHOther;Male;Population Age 70-74;301.0;Estimate;2023;37061
Hertford;2023;NHWhite;Female;Population Age 65-69;241.0;Estimate;2023;37091
Durham;2023;Hispanic;Male;Population Age 65-69;462.0;Estimate;2023;37063
Martin;2023;NHWhite;Female;Population Age 65-69;486.0;Estimate;2023;37117
Alexander;2024;NHOther;Male;Population Age 65-69;73.0;Projection;2024;37003
Alexander;2025;NHWhite;Male;Population Age 65-69;1026.0;Projection;2024;37003
Lincoln;2025;NHWhite;Male;Population Age 70-74;2270.0;Projection;2024;37109
Alleghany;2025;NHOther;Female;Population Age 65-69;17.0;Projection;2024;37005
Johnston;2024;NHWhite;Male;Population Age 75-79;2460.0;Projection;2024;37101
Lincoln;2023;NHWhite;Female;Population Age 65-69;2916.0;Estimate;2023;37109
Jones;2025;NHOther;Female;Population Age 65-69;170.0;Projection;2024;37103
Macon;2023;Hispanic;Female;Population Age 70-74;23.0;Estimate;2023;37113
Macon;2025;NHWhite;Female;Population Age 70-74;1691.0;Projection;2024;37113
Alamance;2024;NHWhite;Male;Population Age 75-79;2046.0;Projection;2024;37001
Alamance;2025;Hispanic;Female;Population Age 65-69;337.0;Projection;2024;37001
Henderson;2023;Hispanic;Female;Population Age 75-79;86.0;Estimate;2023;37089
Alleghany;2025;Hispanic;Male;Population Age 65-69;27.0;Projection;2024;37005
Alleghany;2025;NHOther;Male;Population Age 65-69;13.0;Projection;2024;37005
Johnston;2025;NHWhite;Female;Population Age 75-79;3358.0;Projection;2024;37101
New Hanover;2025;Hispanic;Female;Population Age 75-79;123.0;Projection;2024;37129
New Hanover;2025;NHOther;Male;Population Age 65-69;1214.0;Projection;2024;37129
Graham;2023;Hispanic;Female;Population Age 70-74;2.0;Estimate;2023;37075
Davidson;2025;Hispanic;Male;Population Age 65-69;199.0;Projection;2024;37057
Haywood;2023;Hispanic;Female;Population Age 75-79;12.0;Estimate;2023;37087
Cleveland;2025;NHWhite;Female;Population Age 70-74;2156.0;Projection;2024;37045
Cleveland;2025;NHWhite;Male;Population Age 65-69;2192.0;Projection;2024;37045
Cleveland;2025;Hispanic;Male;Population Age 65-69;44.0;Projection;2024;37045
Northampton;2024;NHWhite;Female;Population Age 75-79;315.0;Projection;2024;37131
Hoke;2025;NHOther;Female;Population Age 75-79;432.0;Projection;2024;37093
Montgomery;2024;Hispanic;Female;Population Age 75-79;7.0;Projection;2024;37123
Davie;2023;NHWhite;Male;Population Age 65-69;1258.0;Estimate;2023;37059
Davie;2024;NHWhite;Male;Population Age 65-69;1261.0;Projection;2024;37059
Moore;2023;NHOther;Female;Population Age 75-79;384.0;Estimate;2023;37125
Hoke;2024;Hispanic;Female;Population Age 75-79;24.0;Projection;2024;37093
Hoke;2025;NHOther;Female;Population Age 65-69;854.0;Projection;2024;37093
Mitchell;2025;NHWhite;Male;Population Age 70-74;453.0;Projection;2024;37121
Anson;2025;NHOther;Female;Population Age 65-69;316.0;Projection;2024;37007
Johnston;2023;NHWhite;Female;Population Age 75-79;3008.0;Estimate;2023;37101
Johnston;2024;Hispanic;Female;Population Age 75-79;102.0;Projection;2024;37101
Beaufort;2024;NHWhite;Female;Population Age 70-74;1297.0;Projection;2024;37013
Cumberland;2025;NHWhite;Female;Population Age 75-79;2435.0;Projection;2024;37051
Currituck;2024;NHWhite;Male;Population Age 65-69;1001.0;Projection;2024;37053
Robeson;2024;NHWhite;Male;Population Age 65-69;933.0;Projection;2024;37155
Caldwell;2024;NHWhite;Female;Population Age 70-74;2318.0;Projection;2024;37027
Hyde;2024;NHWhite;Male;Population Age 70-74;124.0;Projection;2024;37095
Hyde;2024;NHOther;Male;Population Age 65-69;45.0;Projection;2024;37095
Hyde;2025;NHWhite;Male;Population Age 65-69;142.0;Projection;2024;37095
Polk;2025;NHOther;Female;Population Age 75-79;46.0;Projection;2024;37149
Jones;2025;Hispanic;Male;Population Age 75-79;0.0;Projection;2024;37103
Buncombe;2023;NHOther;Female;Population Age 65-69;996.0;Estimate;2023;37021
Buncombe;2025;Hispanic;Male;Population Age 65-69;287.0;Projection;2024;37021
Guilford;2023;NHOther;Male;Population Age 70-74;3135.0;Estimate;2023;37081
Camden;2023;Hispanic;Female;Population Age 75-79;1.0;Estimate;2023;37029
Jones;2023;NHWhite;Female;Population Age 75-79;150.0;Estimate;2023;37103
Jones;2024;NHOther;Female;Population Age 65-69;169.0;Projection;2024;37103
Randolph;2025;Hispanic;Female;Population Age 65-69;184.0;Projection;2024;37151
Cumberland;2024;Hispanic;Female;Population Age 70-74;292.0;Projection;2024;37051
McDowell;2025;NHOther;Female;Population Age 70-74;133.0;Projection;2024;37111
Currituck;2024;NHWhite;Male;Population Age 70-74;702.0;Projection;2024;37053
Cherokee;2025;NHOther;Male;Population Age 75-79;79.0;Projection;2024;37039
Gates;2023;Hispanic;Male;Population Age 75-79;2.0;Estimate;2023;37073
Gates;2025;NHWhite;Female;Population Age 70-74;191.0;Projection;2024;37073
Carteret;2023;NHOther;Male;Population Age 70-74;212.0;Estimate;2023;37031
Carteret;2024;NHOther;Female;Population Age 70-74;226.0;Projection;2024;37031
Carteret;2025;NHWhite;Male;Population Age 70-74;2520.0;Projection;2024;37031
Iredell;2023;Hispanic;Female;Population Age 75-79;108.0;Estimate;2023;37097
Iredell;2024;Hispanic;Male;Population Age 65-69;238.0;Projection;2024;37097
Duplin;2023;Hispanic;Female;Population Age 65-69;135.0;Estimate;2023;37061
Franklin;2025;NHWhite;Female;Population Age 70-74;1633.0;Projection;2024;37069
Buncombe;2023;Hispanic;Male;Population Age 75-79;69.0;Estimate;2023;37021
Buncombe;2025;NHOther;Female;Population Age 70-74;976.0;Projection;2024;37021
Ashe;2025;Hispanic;Male;Population Age 65-69;16.0;Projection;2024;37009
Richmond;2025;NHOther;Female;Population Age 70-74;424.0;Projection;2024;37153
Beaufort;2024;NHWhite;Female;Population Age 75-79;1071.0;Projection;2024;37013
Martin;2025;NHWhite;Male;Population Age 65-69;425.0;Projection;2024;37117
Craven;2025;NHWhite;Male;Population Age 75-79;1491.0;Projection;2024;37049
Alamance;2025;NHOther;Male;Population Age 65-69;1103.0;Projection;2024;37001
Guilford;2025;NHOther;Female;Population Age 70-74;4960.0;Projection;2024;37081
Onslow;2025;NHWhite;Female;Population Age 65-69;2784.0;Projection;2024;37133
Onslow;2025;NHWhite;Male;Population Age 75-79;1580.0;Projection;2024;37133
Orange;2025;NHWhite;Female;Population Age 70-74;2993.0;Projection;2024;37135
Cabarrus;2025;NHWhite;Female;Population Age 65-69;4610.0;Projection;2024;37025
Clay;2023;Hispanic;Female;Population Age 65-69;5.0;Estimate;2023;37043
Clay;2025;NHOther;Female;Population Age 65-69;0.0;Projection;2024;37043
Johnston;2023;NHOther;Female;Population Age 65-69;1371.0;Estimate;2023;37101
Johnston;2025;NHWhite;Female;Population Age 65-69;5140.0;Projection;2024;37101
Alexander;2024;NHOther;Female;Population Age 75-79;81.0;Projection;2024;37003
Alexander;2025;NHWhite;Male;Population Age 75-79;642.0;Projection;2024;37003
Columbus;2023;Hispanic;Male;Population Age 65-69;24.0;Estimate;2023;37047
Orange;2025;Hispanic;Male;Population Age 65-69;193.0;Projection;2024;37135
Perquimans;2023;Hispanic;Male;Population Age 70-74;2.0;Estimate;2023;37143
Person;2024;NHOther;Female;Population Age 70-74;437.0;Projection;2024;37145
Bertie;2023;NHOther;Male;Population Age 65-69;395.0;Estimate;2023;37015
Graham;2023;NHWhite;Female;Population Age 65-69;294.0;Estimate;2023;37075
Bladen;2024;Hispanic;Male;Population Age 65-69;33.0;Projection;2024;37017
McDowell;2023;Hispanic;Female;Population Age 70-74;27.0;Estimate;2023;37111
McDowell;2023;NHOther;Female;Population Age 75-79;84.0;Estimate;2023;37111
McDowell;2024;Hispanic;Female;Population Age 65-69;18.0;Projection;2024;37111
Bladen;2023;NHWhite;Female;Population Age 65-69;710.0;Estimate;2023;37017
Beaufort;2023;NHWhite;Female;Population Age 75-79;1044.0;Estimate;2023;37013
Jones;2025;NHWhite;Male;Population Age 65-69;232.0;Projection;2024;37103
Alleghany;2024;Hispanic;Female;Population Age 70-74;9.0;Projection;2024;37005
Hoke;2024;NHWhite;Female;Population Age 70-74;416.0;Projection;2024;37093
Granville;2025;NHWhite;Male;Population Age 65-69;1432.0;Projection;2024;37077
Granville;2025;NHOther;Female;Population Age 65-69;575.0;Projection;2024;37077
Duplin;2023;Hispanic;Female;Population Age 75-79;27.0;Estimate;2023;37061
Duplin;2024;NHOther;Male;Population Age 70-74;305.0;Projection;2024;37061
McDowell;2025;Hispanic;Female;Population Age 75-79;17.0;Projection;2024;37111
Mecklenburg;2024;Hispanic;Male;Population Age 75-79;706.0;Projection;2024;37119
Lee;2025;NHOther;Female;Population Age 75-79;264.0;Projection;2024;37105
Dare;2023;NHWhite;Female;Population Age 65-69;1892.0;Estimate;2023;37055
Graham;2023;Hispanic;Male;Population Age 70-74;1.0;Estimate;2023;37075
Tyrrell;2023;NHOther;Male;Population Age 75-79;23.0;Estimate;2023;37177
Tyrrell;2025;Hispanic;Female;Population Age 65-69;4.0;Projection;2024;37177
Mitchell;2024;Hispanic;Female;Population Age 75-79;3.0;Projection;2024;37121
Rockingham;2023;NHWhite;Male;Population Age 65-69;2308.0;Estimate;2023;37157
Rockingham;2024;Hispanic;Female;Population Age 75-79;19.0;Projection;2024;37157
Rockingham;2025;NHWhite;Female;Population Age 70-74;2221.0;Projection;2024;37157
Nash;2025;Hispanic;Male;Population Age 70-74;54.0;Projection;2024;37127
Johnston;2023;NHOther;Female;Population Age 75-79;608.0;Estimate;2023;37101
Johnston;2023;NHOther;Male;Population Age 75-79;503.0;Estimate;2023;37101
Johnston;2025;NHWhite;Male;Population Age 65-69;4454.0;Projection;2024;37101
Martin;2023;NHOther;Female;Population Age 65-69;495.0;Estimate;2023;37117
Graham;2023;Hispanic;Male;Population Age 65-69;3.0;Estimate;2023;37075
Graham;2024;NHWhite;Female;Population Age 70-74;272.0;Projection;2024;37075
Harnett;2025;Hispanic;Female;Population Age 65-69;219.0;Projection;2024;37085
Dare;2025;NHWhite;Male;Population Age 65-69;1545.0;Projection;2024;37055
Lenoir;2025;NHOther;Male;Population Age 65-69;763.0;Projection;2024;37107
Brunswick;2025;Hispanic;Male;Population Age 65-69;320.0;Projection;2024;37019
Polk;2025;Hispanic;Female;Population Age 70-74;6.0;Projection;2024;37149
Jones;2025;Hispanic;Male;Population Age 70-74;5.0;Projection;2024;37103
Buncombe;2024;Hispanic;Female;Population Age 65-69;255.0;Projection;2024;37021
Lincoln;2023;NHOther;Male;Population Age 70-74;174.0;Estimate;2023;37109
Lincoln;2024;NHWhite;Female;Population Age 75-79;1923.0;Projection;2024;37109
Lincoln;2024;NHWhite;Male;Population Age 70-74;2200.0;Projection;2024;37109
Avery;2025;NHWhite;Female;Population Age 75-79;478.0;Projection;2024;37011
Henderson;2023;NHOther;Male;Population Age 65-69;241.0;Estimate;2023;37089
Montgomery;2024;NHWhite;Female;Population Age 70-74;680.0;Projection;2024;37123
Montgomery;2025;NHOther;Male;Population Age 75-79;67.0;Projection;2024;37123
Beaufort;2023;Hispanic;Male;Population Age 75-79;17.0;Estimate;2023;37013
Beaufort;2025;Hispanic;Female;Population Age 65-69;24.0;Projection;2024;37013
Moore;2023;NHWhite;Female;Population Age 65-69;3364.0;Estimate;2023;37125
Stanly;2024;NHOther;Male;Population Age 65-69;251.0;Projection;2024;37167
Forsyth;2024;Hispanic;Male;Population Age 70-74;335.0;Projection;2024;37067
Buncombe;2024;Hispanic;Female;Population Age 70-74;222.0;Projection;2024;37021
Chatham;2024;NHOther;Female;Population Age 75-79;390.0;Projection;2024;37037
Chatham;2025;NHOther;Male;Population Age 70-74;376.0;Projection;2024;37037
Hyde;2024;Hispanic;Female;Population Age 70-74;1.0;Projection;2024;37095
Cherokee;2024;Hispanic;Male;Population Age 65-69;21.0;Projection;2024;37039
Cherokee;2025;NHWhite;Female;Population Age 65-69;1484.0;Projection;2024;37039
Rutherford;2025;Hispanic;Female;Population Age 65-69;57.0;Projection;2024;37161
Avery;2023;NHWhite;Male;Population Age 70-74;563.0;Estimate;2023;37011
Avery;2024;Hispanic;Female;Population Age 65-69;4.0;Projection;2024;37011
Davidson;2023;NHWhite;Male;Population Age 75-79;2717.0;Estimate;2023;37057
Hertford;2025;NHOther;Male;Population Age 75-79;196.0;Projection;2024;37091
Scotland;2025;Hispanic;Female;Population Age 65-69;7.0;Projection;2024;37165
Columbus;2025;NHOther;Male;Population Age 70-74;376.0;Projection;2024;37047
Cleveland;2023;NHWhite;Female;Population Age 70-74;2170.0;Estimate;2023;37045
Cleveland;2023;NHOther;Male;Population Age 65-69;672.0;Estimate;2023;37045
Cleveland;2025;Hispanic;Female;Population Age 70-74;37.0;Projection;2024;37045
Mitchell;2023;NHOther;Female;Population Age 65-69;24.0;Estimate;2023;37121
Craven;2023;NHWhite;Female;Population Age 75-79;2188.0;Estimate;2023;37049
Craven;2024;Hispanic;Male;Population Age 65-69;80.0;Projection;2024;37049
Craven;2025;NHWhite;Female;Population Age 70-74;2503.0;Projection;2024;37049
Iredell;2023;NHOther;Female;Population Age 70-74;679.0;Estimate;2023;37097
Cumberland;2023;Hispanic;Male;Population Age 70-74;331.0;Estimate;2023;37051
Cumberland;2023;NHOther;Male;Population Age 70-74;2420.0;Estimate;2023;37051
Avery;2023;Hispanic;Male;Population Age 70-74;5.0;Estimate;2023;37011
Jackson;2025;NHOther;Male;Population Age 65-69;146.0;Projection;2024;37099
Franklin;2025;Hispanic;Female;Population Age 70-74;55.0;Projection;2024;37069
Alexander;2024;NHWhite;Male;Population Age 70-74;833.0;Projection;2024;37003
Harnett;2023;NHWhite;Female;Population Age 75-79;1548.0;Estimate;2023;37085
Harnett;2024;NHWhite;Female;Population Age 75-79;1617.0;Projection;2024;37085
Harnett;2025;Hispanic;Female;Population Age 70-74;218.0;Projection;2024;37085
Currituck;2023;Hispanic;Female;Population Age 65-69;15.0;Estimate;2023;37053
Pamlico;2023;NHOther;Male;Population Age 65-69;78.0;Estimate;2023;37137
Currituck;2025;NHOther;Female;Population Age 70-74;140.0;Projection;2024;37053
Beaufort;2024;Hispanic;Male;Population Age 70-74;19.0;Projection;2024;37013
Alleghany;2025;Hispanic;Male;Population Age 75-79;10.0;Projection;2024;37005
Brunswick;2024;Hispanic;Male;Population Age 70-74;187.0;Projection;2024;37019
New Hanover;2024;NHWhite;Female;Population Age 70-74;6178.0;Projection;2024;37129
Guilford;2025;NHWhite;Female;Population Age 65-69;9614.0;Projection;2024;37081
Hoke;2023;NHOther;Male;Population Age 75-79;229.0;Estimate;2023;37093
Hyde;2023;Hispanic;Male;Population Age 75-79;1.0;Estimate;2023;37095
Hyde;2025;NHWhite;Male;Population Age 75-79;74.0;Projection;2024;37095
Alamance;2023;NHWhite;Male;Population Age 75-79;2021.0;Estimate;2023;37001
Dare;2025;NHOther;Male;Population Age 75-79;36.0;Projection;2024;37055
Mecklenburg;2024;NHOther;Female;Population Age 70-74;8743.0;Projection;2024;37119
Davidson;2023;Hispanic;Female;Population Age 65-69;147.0;Estimate;2023;37057
Jones;2024;NHOther;Male;Population Age 75-79;65.0;Projection;2024;37103
Hoke;2023;NHOther;Female;Population Age 70-74;624.0;Estimate;2023;37093
Gaston;2024;NHOther;Male;Population Age 65-69;1088.0;Projection;2024;37071
Davie;2023;Hispanic;Female;Population Age 70-74;20.0;Estimate;2023;37059
Mitchell;2023;NHOther;Female;Population Age 75-79;5.0;Estimate;2023;37121
Watauga;2023;NHWhite;Male;Population Age 65-69;1391.0;Estimate;2023;37189
Guilford;2024;NHOther;Male;Population Age 75-79;2199.0;Projection;2024;37081
Hyde;2025;NHOther;Male;Population Age 70-74;42.0;Projection;2024;37095
Duplin;2024;NHOther;Female;Population Age 70-74;544.0;Projection;2024;37061
Duplin;2025;Hispanic;Male;Population Age 75-79;27.0;Projection;2024;37061
Durham;2025;NHOther;Female;Population Age 70-74;3785.0;Projection;2024;37063
Macon;2023;NHWhite;Male;Population Age 65-69;1378.0;Estimate;2023;37113
Buncombe;2024;Hispanic;Male;Population Age 65-69;269.0;Projection;2024;37021
Jones;2023;NHWhite;Male;Population Age 75-79;143.0;Estimate;2023;37103
Mitchell;2025;Hispanic;Male;Population Age 70-74;5.0;Projection;2024;37121
Gaston;2025;Hispanic;Female;Population Age 70-74;186.0;Projection;2024;37071
Gates;2024;NHOther;Female;Population Age 70-74;152.0;Projection;2024;37073
Granville;2023;NHWhite;Female;Population Age 75-79;634.0;Estimate;2023;37077
Granville;2023;Hispanic;Female;Population Age 70-74;25.0;Estimate;2023;37077
Madison;2023;Hispanic;Male;Population Age 70-74;9.0;Estimate;2023;37115
Madison;2025;NHOther;Female;Population Age 65-69;38.0;Projection;2024;37115
Henderson;2025;NHOther;Female;Population Age 65-69;421.0;Projection;2024;37089
Beaufort;2025;NHOther;Female;Population Age 75-79;350.0;Projection;2024;37013
Johnston;2025;NHWhite;Male;Population Age 75-79;2565.0;Projection;2024;37101
Mecklenburg;2024;Hispanic;Female;Population Age 70-74;1699.0;Projection;2024;37119
Mecklenburg;2025;NHWhite;Male;Population Age 70-74;10761.0;Projection;2024;37119
Jones;2025;NHOther;Female;Population Age 70-74;150.0;Projection;2024;37103
Craven;2023;Hispanic;Female;Population Age 70-74;48.0;Estimate;2023;37049
Craven;2024;NHWhite;Female;Population Age 70-74;2547.0;Projection;2024;37049
Alexander;2023;NHWhite;Female;Population Age 75-79;822.0;Estimate;2023;37003
Mitchell;2023;NHWhite;Female;Population Age 65-69;590.0;Estimate;2023;37121
Warren;2025;NHWhite;Male;Population Age 70-74;378.0;Projection;2024;37185
Alexander;2023;NHWhite;Male;Population Age 65-69;988.0;Estimate;2023;37003
Alexander;2023;NHOther;Male;Population Age 70-74;45.0;Estimate;2023;37003
Greene;2023;Hispanic;Female;Population Age 70-74;10.0;Estimate;2023;37079
Madison;2024;NHOther;Male;Population Age 75-79;11.0;Projection;2024;37115
Bladen;2023;Hispanic;Male;Population Age 75-79;7.0;Estimate;2023;37017
Bladen;2024;NHWhite;Male;Population Age 65-69;485.0;Projection;2024;37017
Graham;2024;NHWhite;Female;Population Age 65-69;290.0;Projection;2024;37075
Cumberland;2024;NHOther;Female;Population Age 75-79;2437.0;Projection;2024;37051
Hyde;2023;Hispanic;Female;Population Age 65-69;3.0;Estimate;2023;37095
Hyde;2023;Hispanic;Female;Population Age 75-79;1.0;Estimate;2023;37095
Hyde;2023;NHOther;Male;Population Age 75-79;21.0;Estimate;2023;37095
Hyde;2024;NHWhite;Male;Population Age 75-79;63.0;Projection;2024;37095
Brunswick;2024;NHOther;Female;Population Age 70-74;945.0;Projection;2024;37019
Currituck;2024;Hispanic;Male;Population Age 65-69;15.0;Projection;2024;37053
Ashe;2025;NHOther;Female;Population Age 65-69;36.0;Projection;2024;37009
Carteret;2023;NHOther;Male;Population Age 75-79;121.0;Estimate;2023;37031
Bladen;2023;NHOther;Female;Population Age 75-79;267.0;Estimate;2023;37017
Bladen;2024;Hispanic;Male;Population Age 75-79;9.0;Projection;2024;37017
Bertie;2025;Hispanic;Female;Population Age 65-69;3.0;Projection;2024;37015
Lincoln;2023;Hispanic;Female;Population Age 75-79;41.0;Estimate;2023;37109
Lincoln;2023;Hispanic;Male;Population Age 75-79;58.0;Estimate;2023;37109
Lincoln;2024;Hispanic;Female;Population Age 70-74;54.0;Projection;2024;37109
Franklin;2023;NHWhite;Male;Population Age 75-79;849.0;Estimate;2023;37069
Franklin;2025;NHOther;Male;Population Age 70-74;532.0;Projection;2024;37069
Macon;2025;NHOther;Female;Population Age 75-79;35.0;Projection;2024;37113
Macon;2023;NHWhite;Male;Population Age 70-74;1378.0;Estimate;2023;37113
Alexander;2025;Hispanic;Male;Population Age 65-69;12.0;Projection;2024;37003
Franklin;2024;Hispanic;Female;Population Age 70-74;49.0;Projection;2024;37069
Gates;2023;NHOther;Female;Population Age 70-74;155.0;Estimate;2023;37073
Martin;2023;NHWhite;Female;Population Age 70-74;413.0;Estimate;2023;37117
Harnett;2023;Hispanic;Male;Population Age 70-74;130.0;Estimate;2023;37085
Moore;2023;NHOther;Female;Population Age 65-69;677.0;Estimate;2023;37125
Bladen;2024;NHOther;Female;Population Age 75-79;275.0;Projection;2024;37017
Moore;2024;Hispanic;Male;Population Age 75-79;19.0;Projection;2024;37125
Moore;2025;NHWhite;Female;Population Age 65-69;3421.0;Projection;2024;37125
Anson;2025;Hispanic;Female;Population Age 70-74;1.0;Projection;2024;37007
Lenoir;2024;NHWhite;Male;Population Age 75-79;554.0;Projection;2024;37107
Lenoir;2025;NHOther;Female;Population Age 70-74;945.0;Projection;2024;37107
Ashe;2024;NHWhite;Male;Population Age 75-79;716.0;Projection;2024;37009
Nash;2024;Hispanic;Female;Population Age 65-69;69.0;Projection;2024;37127
Nash;2025;NHOther;Male;Population Age 65-69;1208.0;Projection;2024;37127
Tyrrell;2024;Hispanic;Male;Population Age 65-69;3.0;Projection;2024;37177
Nash;2023;NHOther;Male;Population Age 70-74;793.0;Estimate;2023;37127
Vance;2024;NHWhite;Male;Population Age 70-74;523.0;Projection;2024;37181
Gates;2023;Hispanic;Female;Population Age 70-74;2.0;Estimate;2023;37073
Gates;2024;NHWhite;Female;Population Age 65-69;253.0;Projection;2024;37073
Gates;2024;NHOther;Male;Population Age 65-69;134.0;Projection;2024;37073
Gates;2025;Hispanic;Female;Population Age 75-79;1.0;Projection;2024;37073
Polk;2023;NHOther;Male;Population Age 65-69;35.0;Estimate;2023;37149
Henderson;2023;NHWhite;Female;Population Age 75-79;3641.0;Estimate;2023;37089
Brunswick;2024;Hispanic;Female;Population Age 65-69;246.0;Projection;2024;37019
Cabarrus;2023;NHOther;Male;Population Age 75-79;394.0;Estimate;2023;37025
Henderson;2025;NHWhite;Female;Population Age 65-69;4555.0;Projection;2024;37089
Avery;2023;NHOther;Female;Population Age 70-74;13.0;Estimate;2023;37011
Richmond;2024;Hispanic;Female;Population Age 65-69;27.0;Projection;2024;37153
Randolph;2025;NHWhite;Female;Population Age 75-79;3028.0;Projection;2024;37151
Currituck;2023;NHOther;Female;Population Age 70-74;98.0;Estimate;2023;37053
Currituck;2024;NHOther;Female;Population Age 70-74;118.0;Projection;2024;37053
Currituck;2024;NHOther;Male;Population Age 65-69;159.0;Projection;2024;37053
Currituck;2024;NHOther;Male;Population Age 75-79;39.0;Projection;2024;37053
Currituck;2025;NHOther;Female;Population Age 75-79;71.0;Projection;2024;37053
Washington;2024;NHOther;Female;Population Age 75-79;142.0;Projection;2024;37187
Macon;2024;NHOther;Male;Population Age 70-74;50.0;Projection;2024;37113
Madison;2024;NHOther;Female;Population Age 75-79;21.0;Projection;2024;37115
Swain;2025;NHWhite;Male;Population Age 75-79;224.0;Projection;2024;37173
Pamlico;2025;NHWhite;Female;Population Age 75-79;384.0;Projection;2024;37137
Montgomery;2023;NHWhite;Female;Population Age 65-69;740.0;Estimate;2023;37123
Montgomery;2024;NHOther;Male;Population Age 75-79;61.0;Projection;2024;37123
Columbus;2023;NHOther;Female;Population Age 70-74;544.0;Estimate;2023;37047
Beaufort;2024;NHWhite;Male;Population Age 75-79;936.0;Projection;2024;37013
Beaufort;2025;Hispanic;Female;Population Age 70-74;13.0;Projection;2024;37013
Sampson;2023;NHWhite;Female;Population Age 75-79;735.0;Estimate;2023;37163
Sampson;2025;Hispanic;Male;Population Age 75-79;21.0;Projection;2024;37163
Brunswick;2025;Hispanic;Male;Population Age 70-74;216.0;Projection;2024;37019
Anson;2024;Hispanic;Male;Population Age 70-74;4.0;Projection;2024;37007
Alexander;2024;NHWhite;Female;Population Age 70-74;1002.0;Projection;2024;37003
Buncombe;2025;NHWhite;Female;Population Age 75-79;6776.0;Projection;2024;37021
Buncombe;2025;NHWhite;Male;Population Age 70-74;6980.0;Projection;2024;37021
Buncombe;2025;Hispanic;Female;Population Age 70-74;229.0;Projection;2024;37021
Buncombe;2025;Hispanic;Male;Population Age 70-74;256.0;Projection;2024;37021
Alleghany;2024;NHOther;Female;Population Age 65-69;16.0;Projection;2024;37005
Gaston;2024;NHWhite;Female;Population Age 75-79;3696.0;Projection;2024;37071
Tyrrell;2024;NHWhite;Male;Population Age 70-74;66.0;Projection;2024;37177
Duplin;2023;NHOther;Female;Population Age 70-74;521.0;Estimate;2023;37061
Union;2023;NHWhite;Male;Population Age 75-79;2553.0;Estimate;2023;37179
Union;2023;Hispanic;Male;Population Age 65-69;416.0;Estimate;2023;37179
Union;2023;Hispanic;Male;Population Age 70-74;230.0;Estimate;2023;37179
Rutherford;2023;NHOther;Male;Population Age 70-74;202.0;Estimate;2023;37161
