County,Year,Hispanic/Race,Sex,Age Group,Value,Estimate/Projection,vintage,fips
Burke,2024,NHWhite,Female,Population Age 15-19,1670,Projection,2024,37023
Alamance,2024,NHWhite,Male,Population Age 25-29,2379,Projection,2024,37001
Hertford,2024,NHOther,Female,Population Age 60-64,441,Projection,2024,37091
Nash,2024,NHWhite,Male,Population Age 05-09,1115,Projection,2024,37127
Nash,2024,NHOther,Female,Population Age 55-59,1613,Projection,2024,37127
Durham,2024,NHOther,Male,Population Age 15-19,4859,Projection,2024,37063
Martin,2024,Hispanic,Female,Population Age 30-34,16,Projection,2024,37117
Martin,2024,NHOther,Female,Population Age 05-09,234,Projection,2024,37117
Johnston,2024,NHOther,Male,Population Age 60-64,1512,Projection,2024,37101
Alexander,2024,NHOther,Female,Population Age 35-39,101,Projection,2024,37003
Alexander,2024,NHOther,Male,Population Age 65-69,73,Projection,2024,37003
Lenoir,2024,Hispanic,Male,Population Age 20-24,162,Projection,2024,37107
Lenoir,2024,NHOther,Male,Population Age 60-64,751,Projection,2024,37107
Lenoir,2024,NHOther,Male,Population Age 80-84,164,Projection,2024,37107
Lenoir,2024,NHOther,Male,Population Age 85+,153,Projection,2024,37107
Forsyth,2024,NHWhite,Female,Population Age 25-29,5988,Projection,2024,37067
Lincoln,2024,NHWhite,Female,Population Age 35-39,2481,Projection,2024,37109
Lincoln,2024,NHWhite,Male,Population Age 35-39,2247,Projection,2024,37109
Lincoln,2024,Hispanic,Female,Population Age 35-39,180,Projection,2024,37109
Cumberland,2024,NHWhite,Male,Population Age 80-84,1018,Projection,2024,37051
Alleghany,2024,Hispanic,Female,Population Age 55-59,34,Projection,2024,37005
Alleghany,2024,NHOther,Male,Population Age 10-14,18,Projection,2024,37005
Lenoir,2024,NHOther,Male,Population Age 15-19,850,Projection,2024,37107
Johnston,2024,NHWhite,Male,Population Age 75-79,2460,Projection,2024,37101
Johnston,2024,Hispanic,Female,Population Age 80-84,43,Projection,2024,37101
Johnston,2024,Hispanic,Male,Population Age 50-54,1321,Projection,2024,37101
Johnston,2024,NHOther,Female,Population Age 60-64,1716,Projection,2024,37101
Harnett,2024,Hispanic,Female,Population Age 30-34,822,Projection,2024,37085
Mecklenburg,2024,NHOther,Male,Population Age 40-44,16731,Projection,2024,37119
Macon,2024,NHWhite,Male,Population Age 10-14,862,Projection,2024,37113
Macon,2024,NHWhite,Male,Population Age 30-34,768,Projection,2024,37113
Alamance,2024,NHWhite,Male,Population Age 75-79,2046,Projection,2024,37001
Alleghany,2024,Hispanic,Female,Population Age 00-04,54,Projection,2024,37005
Haywood,2024,NHWhite,Male,Population Age 55-59,1907,Projection,2024,37087
Avery,2024,NHOther,Female,Population Age 35-39,19,Projection,2024,37011
Mitchell,2024,NHOther,Female,Population Age 20-24,31,Projection,2024,37121
Camden,2024,Hispanic,Female,Population Age 80-84,2,Projection,2024,37029
Alexander,2024,NHOther,Male,Population Age 40-44,176,Projection,2024,37003
Beaufort,2024,NHOther,Male,Population Age 60-64,349,Projection,2024,37013
Alleghany,2024,NHOther,Female,Population Age 85+,2,Projection,2024,37005
Johnston,2024,NHWhite,Male,Population Age 55-59,5327,Projection,2024,37101
Johnston,2024,Hispanic,Male,Population Age 05-09,2058,Projection,2024,37101
Johnston,2024,NHOther,Male,Population Age 00-04,1625,Projection,2024,37101
Beaufort,2024,Hispanic,Male,Population Age 35-39,74,Projection,2024,37013
Graham,2024,NHWhite,Female,Population Age 05-09,137,Projection,2024,37075
Graham,2024,Hispanic,Male,Population Age 00-04,18,Projection,2024,37075
Graham,2024,Hispanic,Male,Population Age 15-19,9,Projection,2024,37075
Granville,2024,Hispanic,Male,Population Age 25-29,221,Projection,2024,37077
Dare,2024,NHOther,Male,Population Age 05-09,40,Projection,2024,37055
Dare,2024,NHOther,Male,Population Age 15-19,62,Projection,2024,37055
Dare,2024,NHOther,Male,Population Age 45-49,78,Projection,2024,37055
Davidson,2024,Hispanic,Male,Population Age 10-14,969,Projection,2024,37057
Mitchell,2024,Hispanic,Female,Population Age 35-39,16,Projection,2024,37121
Mitchell,2024,Hispanic,Male,Population Age 20-24,23,Projection,2024,37121
Hertford,2024,NHWhite,Female,Population Age 85+,90,Projection,2024,37091
Hertford,2024,NHOther,Male,Population Age 60-64,382,Projection,2024,37091
Clay,2024,Hispanic,Female,Population Age 20-24,10,Projection,2024,37043
Carteret,2024,NHOther,Female,Population Age 00-04,128,Projection,2024,37031
Mecklenburg,2024,NHOther,Female,Population Age 85+,2618,Projection,2024,37119
Haywood,2024,NHOther,Female,Population Age 35-39,172,Projection,2024,37087
Haywood,2024,NHOther,Female,Population Age 80-84,30,Projection,2024,37087
Cleveland,2024,Hispanic,Male,Population Age 05-09,271,Projection,2024,37045
Northampton,2024,NHWhite,Female,Population Age 40-44,138,Projection,2024,37131
Northampton,2024,NHWhite,Female,Population Age 75-79,315,Projection,2024,37131
Hoke,2024,Hispanic,Female,Population Age 50-54,160,Projection,2024,37093
Hoke,2024,Hispanic,Female,Population Age 80-84,11,Projection,2024,37093
Hoke,2024,Hispanic,Male,Population Age 60-64,122,Projection,2024,37093
Hoke,2024,NHOther,Male,Population Age 00-04,795,Projection,2024,37093
Montgomery,2024,Hispanic,Female,Population Age 75-79,7,Projection,2024,37123
Davie,2024,NHWhite,Female,Population Age 25-29,872,Projection,2024,37059
Davie,2024,NHWhite,Male,Population Age 10-14,1155,Projection,2024,37059
Davie,2024,NHWhite,Male,Population Age 65-69,1261,Projection,2024,37059
Hoke,2024,Hispanic,Female,Population Age 75-79,24,Projection,2024,37093
Mitchell,2024,Hispanic,Male,Population Age 10-14,37,Projection,2024,37121
Hyde,2024,Hispanic,Female,Population Age 85+,1,Projection,2024,37095
Johnston,2024,Hispanic,Female,Population Age 75-79,102,Projection,2024,37101
Johnston,2024,Hispanic,Male,Population Age 30-34,1261,Projection,2024,37101
Johnston,2024,NHOther,Female,Population Age 30-34,2057,Projection,2024,37101
Beaufort,2024,NHWhite,Female,Population Age 70-74,1297,Projection,2024,37013
Cumberland,2024,Hispanic,Male,Population Age 60-64,544,Projection,2024,37051
Currituck,2024,NHWhite,Male,Population Age 25-29,769,Projection,2024,37053
Currituck,2024,NHWhite,Male,Population Age 65-69,1001,Projection,2024,37053
Robeson,2024,NHWhite,Female,Population Age 25-29,585,Projection,2024,37155
Currituck,2024,Hispanic,Male,Population Age 15-19,66,Projection,2024,37053
Robeson,2024,NHWhite,Male,Population Age 65-69,933,Projection,2024,37155
Caldwell,2024,NHWhite,Female,Population Age 70-74,2318,Projection,2024,37027
Hoke,2024,NHWhite,Male,Population Age 85+,79,Projection,2024,37093
Hoke,2024,Hispanic,Male,Population Age 15-19,461,Projection,2024,37093
Caswell,2024,Hispanic,Female,Population Age 00-04,57,Projection,2024,37033
Caswell,2024,NHOther,Male,Population Age 50-54,234,Projection,2024,37033
Hyde,2024,NHWhite,Male,Population Age 70-74,124,Projection,2024,37095
Hyde,2024,NHOther,Male,Population Age 55-59,42,Projection,2024,37095
Hyde,2024,NHOther,Male,Population Age 65-69,45,Projection,2024,37095
Catawba,2024,NHWhite,Male,Population Age 55-59,4398,Projection,2024,37035
Alamance,2024,Hispanic,Male,Population Age 00-04,1318,Projection,2024,37001
Franklin,2024,Hispanic,Female,Population Age 80-84,24,Projection,2024,37069
Martin,2024,NHOther,Male,Population Age 10-14,282,Projection,2024,37117
Hyde,2024,NHWhite,Male,Population Age 25-29,61,Projection,2024,37095
Polk,2024,NHWhite,Male,Population Age 35-39,373,Projection,2024,37149
Jones,2024,NHWhite,Female,Population Age 25-29,182,Projection,2024,37103
Brunswick,2024,Hispanic,Female,Population Age 05-09,379,Projection,2024,37019
Brunswick,2024,NHOther,Female,Population Age 45-49,623,Projection,2024,37019
Macon,2024,NHOther,Male,Population Age 55-59,60,Projection,2024,37113
Jones,2024,NHWhite,Female,Population Age 80-84,90,Projection,2024,37103
Jones,2024,Hispanic,Male,Population Age 80-84,0,Projection,2024,37103
Jones,2024,NHOther,Female,Population Age 65-69,169,Projection,2024,37103
Ashe,2024,NHOther,Female,Population Age 40-44,25,Projection,2024,37009
Randolph,2024,NHOther,Female,Population Age 25-29,612,Projection,2024,37151
Cumberland,2024,Hispanic,Female,Population Age 10-14,1316,Projection,2024,37051
Cumberland,2024,Hispanic,Female,Population Age 70-74,292,Projection,2024,37051
Cumberland,2024,Hispanic,Male,Population Age 35-39,1254,Projection,2024,37051
Cumberland,2024,NHOther,Female,Population Age 00-04,6267,Projection,2024,37051
Cumberland,2024,NHOther,Male,Population Age 55-59,3722,Projection,2024,37051
McDowell,2024,NHWhite,Female,Population Age 45-49,1123,Projection,2024,37111
McDowell,2024,NHOther,Male,Population Age 20-24,118,Projection,2024,37111
Chatham,2024,Hispanic,Female,Population Age 30-34,272,Projection,2024,37037
Chatham,2024,NHOther,Male,Population Age 10-14,329,Projection,2024,37037
Currituck,2024,NHWhite,Male,Population Age 70-74,702,Projection,2024,37053
Scotland,2024,Hispanic,Female,Population Age 20-24,39,Projection,2024,37165
Scotland,2024,NHOther,Male,Population Age 20-24,568,Projection,2024,37165
Gates,2024,NHOther,Female,Population Age 50-54,135,Projection,2024,37073
Gates,2024,NHOther,Male,Population Age 00-04,58,Projection,2024,37073
Carteret,2024,NHOther,Female,Population Age 70-74,226,Projection,2024,37031
Carteret,2024,NHOther,Male,Population Age 50-54,207,Projection,2024,37031
Iredell,2024,Hispanic,Female,Population Age 80-84,49,Projection,2024,37097
Iredell,2024,Hispanic,Male,Population Age 65-69,238,Projection,2024,37097
Franklin,2024,Hispanic,Male,Population Age 05-09,384,Projection,2024,37069
Franklin,2024,NHOther,Male,Population Age 40-44,658,Projection,2024,37069
Jackson,2024,Hispanic,Female,Population Age 55-59,37,Projection,2024,37099
Pasquotank,2024,NHWhite,Female,Population Age 10-14,594,Projection,2024,37139
Onslow,2024,NHWhite,Female,Population Age 10-14,4302,Projection,2024,37133
Ashe,2024,NHWhite,Female,Population Age 60-64,1131,Projection,2024,37009
Ashe,2024,NHOther,Female,Population Age 20-24,40,Projection,2024,37009
Ashe,2024,NHOther,Female,Population Age 80-84,11,Projection,2024,37009
Burke,2024,NHOther,Female,Population Age 25-29,342,Projection,2024,37023
Gates,2024,NHWhite,Female,Population Age 80-84,108,Projection,2024,37073
Gates,2024,NHOther,Male,Population Age 50-54,89,Projection,2024,37073
Beaufort,2024,NHWhite,Female,Population Age 75-79,1071,Projection,2024,37013
Martin,2024,NHWhite,Male,Population Age 45-49,240,Projection,2024,37117
Columbus,2024,Hispanic,Male,Population Age 45-49,66,Projection,2024,37047
Columbus,2024,NHOther,Male,Population Age 40-44,677,Projection,2024,37047
Buncombe,2024,NHOther,Female,Population Age 30-34,1385,Projection,2024,37021
Buncombe,2024,NHOther,Female,Population Age 55-59,1032,Projection,2024,37021
Craven,2024,NHWhite,Male,Population Age 85+,613,Projection,2024,37049
Chatham,2024,Hispanic,Male,Population Age 25-29,332,Projection,2024,37037
Burke,2024,NHOther,Female,Population Age 60-64,318,Projection,2024,37023
Alamance,2024,NHOther,Female,Population Age 55-59,1875,Projection,2024,37001
Guilford,2024,NHWhite,Male,Population Age 20-24,9634,Projection,2024,37081
Onslow,2024,NHWhite,Female,Population Age 35-39,5242,Projection,2024,37133
Onslow,2024,NHWhite,Male,Population Age 50-54,2300,Projection,2024,37133
Onslow,2024,NHOther,Female,Population Age 25-29,1969,Projection,2024,37133
Onslow,2024,NHOther,Female,Population Age 40-44,1668,Projection,2024,37133
Onslow,2024,NHOther,Male,Population Age 60-64,877,Projection,2024,37133
Davie,2024,NHOther,Female,Population Age 10-14,163,Projection,2024,37059
Orange,2024,NHWhite,Female,Population Age 60-64,3105,Projection,2024,37135
Orange,2024,NHWhite,Male,Population Age 35-39,2409,Projection,2024,37135
Hoke,2024,Hispanic,Female,Population Age 45-49,225,Projection,2024,37093
Pender,2024,NHOther,Female,Population Age 35-39,337,Projection,2024,37141
Hyde,2024,NHWhite,Female,Population Age 15-19,81,Projection,2024,37095
Madison,2024,Hispanic,Female,Population Age 00-04,46,Projection,2024,37115
Madison,2024,Hispanic,Female,Population Age 60-64,18,Projection,2024,37115
Madison,2024,NHOther,Female,Population Age 25-29,79,Projection,2024,37115
Lee,2024,NHOther,Male,Population Age 25-29,449,Projection,2024,37105
Northampton,2024,NHWhite,Male,Population Age 55-59,261,Projection,2024,37131
Rowan,2024,NHWhite,Male,Population Age 00-04,2284,Projection,2024,37159
Rowan,2024,Hispanic,Female,Population Age 15-19,1171,Projection,2024,37159
Johnston,2024,NHWhite,Male,Population Age 10-14,5134,Projection,2024,37101
Cleveland,2024,NHOther,Male,Population Age 55-59,716,Projection,2024,37045
Alexander,2024,NHWhite,Female,Population Age 10-14,790,Projection,2024,37003
Alexander,2024,NHOther,Female,Population Age 75-79,81,Projection,2024,37003
Columbus,2024,Hispanic,Male,Population Age 40-44,93,Projection,2024,37047
Columbus,2024,NHOther,Female,Population Age 80-84,231,Projection,2024,37047
Chowan,2024,Hispanic,Female,Population Age 15-19,31,Projection,2024,37041
Chowan,2024,Hispanic,Female,Population Age 30-34,3,Projection,2024,37041
Columbus,2024,NHWhite,Female,Population Age 55-59,1200,Projection,2024,37047
Columbus,2024,NHOther,Male,Population Age 25-29,707,Projection,2024,37047
Person,2024,NHOther,Female,Population Age 70-74,437,Projection,2024,37145
Bertie,2024,NHWhite,Male,Population Age 30-34,129,Projection,2024,37015
Graham,2024,Hispanic,Male,Population Age 45-49,5,Projection,2024,37075
Lenoir,2024,NHWhite,Male,Population Age 20-24,660,Projection,2024,37107
Lenoir,2024,NHWhite,Male,Population Age 30-34,785,Projection,2024,37107
Lenoir,2024,NHWhite,Male,Population Age 50-54,798,Projection,2024,37107
Lenoir,2024,Hispanic,Female,Population Age 30-34,92,Projection,2024,37107
Bladen,2024,NHWhite,Male,Population Age 40-44,428,Projection,2024,37017
Bladen,2024,Hispanic,Female,Population Age 10-14,140,Projection,2024,37017
Bladen,2024,Hispanic,Female,Population Age 25-29,102,Projection,2024,37017
Bladen,2024,Hispanic,Male,Population Age 65-69,33,Projection,2024,37017
Bladen,2024,NHOther,Male,Population Age 35-39,324,Projection,2024,37017
Bladen,2024,NHOther,Male,Population Age 40-44,259,Projection,2024,37017
McDowell,2024,NHWhite,Male,Population Age 55-59,1314,Projection,2024,37111
McDowell,2024,Hispanic,Female,Population Age 65-69,18,Projection,2024,37111
McDowell,2024,Hispanic,Male,Population Age 80-84,7,Projection,2024,37111
Bladen,2024,NHOther,Male,Population Age 10-14,336,Projection,2024,37017
Gates,2024,NHWhite,Male,Population Age 85+,49,Projection,2024,37073
Gates,2024,NHOther,Female,Population Age 55-59,134,Projection,2024,37073
Duplin,2024,NHWhite,Male,Population Age 30-34,810,Projection,2024,37061
Lincoln,2024,NHWhite,Male,Population Age 25-29,1870,Projection,2024,37109
Lincoln,2024,NHOther,Female,Population Age 25-29,262,Projection,2024,37109
Lincoln,2024,NHOther,Male,Population Age 15-19,387,Projection,2024,37109
Jones,2024,Hispanic,Female,Population Age 00-04,16,Projection,2024,37103
Jones,2024,NHOther,Male,Population Age 35-39,65,Projection,2024,37103
Jones,2024,NHOther,Male,Population Age 55-59,68,Projection,2024,37103
Sampson,2024,Hispanic,Female,Population Age 50-54,344,Projection,2024,37163
Sampson,2024,NHOther,Female,Population Age 45-49,626,Projection,2024,37163
Sampson,2024,NHOther,Female,Population Age 80-84,221,Projection,2024,37163
Graham,2024,NHWhite,Male,Population Age 20-24,167,Projection,2024,37075
Alleghany,2024,Hispanic,Female,Population Age 60-64,24,Projection,2024,37005
Alleghany,2024,Hispanic,Female,Population Age 70-74,9,Projection,2024,37005
Alleghany,2024,NHOther,Male,Population Age 30-34,43,Projection,2024,37005
Hoke,2024,NHWhite,Female,Population Age 70-74,416,Projection,2024,37093
Hoke,2024,NHOther,Female,Population Age 80-84,182,Projection,2024,37093
Granville,2024,Hispanic,Female,Population Age 35-39,146,Projection,2024,37077
Duplin,2024,NHOther,Female,Population Age 40-44,281,Projection,2024,37061
Duplin,2024,NHOther,Male,Population Age 70-74,305,Projection,2024,37061
Moore,2024,NHWhite,Female,Population Age 05-09,2386,Projection,2024,37125
Moore,2024,NHWhite,Male,Population Age 15-19,2326,Projection,2024,37125
Halifax,2024,Hispanic,Female,Population Age 30-34,34,Projection,2024,37083
Halifax,2024,Hispanic,Female,Population Age 60-64,18,Projection,2024,37083
Halifax,2024,NHOther,Male,Population Age 50-54,637,Projection,2024,37083
Craven,2024,Hispanic,Male,Population Age 40-44,223,Projection,2024,37049
Craven,2024,Hispanic,Male,Population Age 80-84,7,Projection,2024,37049
Craven,2024,NHOther,Male,Population Age 25-29,925,Projection,2024,37049
Buncombe,2024,NHWhite,Female,Population Age 15-19,5214,Projection,2024,37021
McDowell,2024,Hispanic,Female,Population Age 50-54,94,Projection,2024,37111
McDowell,2024,Hispanic,Male,Population Age 00-04,150,Projection,2024,37111
Mecklenburg,2024,Hispanic,Male,Population Age 75-79,706,Projection,2024,37119
Burke,2024,Hispanic,Female,Population Age 25-29,228,Projection,2024,37023
Burke,2024,NHOther,Female,Population Age 40-44,331,Projection,2024,37023
Lee,2024,NHWhite,Male,Population Age 10-14,1105,Projection,2024,37105
Lee,2024,Hispanic,Male,Population Age 15-19,886,Projection,2024,37105
Bladen,2024,Hispanic,Male,Population Age 05-09,160,Projection,2024,37017
Bladen,2024,NHOther,Female,Population Age 40-44,287,Projection,2024,37017
Bladen,2024,NHOther,Male,Population Age 85+,66,Projection,2024,37017
Dare,2024,NHWhite,Female,Population Age 55-59,1266,Projection,2024,37055
Tyrrell,2024,Hispanic,Female,Population Age 40-44,5,Projection,2024,37177
Granville,2024,Hispanic,Female,Population Age 60-64,49,Projection,2024,37077
Granville,2024,NHOther,Female,Population Age 45-49,605,Projection,2024,37077
Granville,2024,NHOther,Female,Population Age 55-59,719,Projection,2024,37077
Caldwell,2024,Hispanic,Male,Population Age 05-09,223,Projection,2024,37027
Union,2024,NHWhite,Male,Population Age 05-09,5397,Projection,2024,37179
Mitchell,2024,Hispanic,Female,Population Age 75-79,3,Projection,2024,37121
Rockingham,2024,NHWhite,Male,Population Age 85+,580,Projection,2024,37157
Rockingham,2024,Hispanic,Female,Population Age 75-79,19,Projection,2024,37157
Nash,2024,NHWhite,Female,Population Age 85+,669,Projection,2024,37127
Nash,2024,NHOther,Female,Population Age 60-64,1612,Projection,2024,37127
Johnston,2024,NHWhite,Female,Population Age 60-64,5532,Projection,2024,37101
Johnston,2024,Hispanic,Male,Population Age 25-29,1331,Projection,2024,37101
Johnston,2024,NHOther,Male,Population Age 25-29,1514,Projection,2024,37101
Johnston,2024,NHOther,Male,Population Age 45-49,1691,Projection,2024,37101
Caswell,2024,Hispanic,Male,Population Age 60-64,26,Projection,2024,37033
Graham,2024,NHWhite,Female,Population Age 70-74,272,Projection,2024,37075
Graham,2024,Hispanic,Female,Population Age 85+,0,Projection,2024,37075
Graham,2024,NHOther,Male,Population Age 40-44,20,Projection,2024,37075
Harnett,2024,NHWhite,Male,Population Age 25-29,2386,Projection,2024,37085
Montgomery,2024,Hispanic,Female,Population Age 30-34,102,Projection,2024,37123
Granville,2024,Hispanic,Female,Population Age 40-44,130,Projection,2024,37077
Granville,2024,NHOther,Male,Population Age 80-84,228,Projection,2024,37077
Dare,2024,Hispanic,Female,Population Age 50-54,60,Projection,2024,37055
Hyde,2024,NHWhite,Male,Population Age 10-14,83,Projection,2024,37095
Hyde,2024,NHOther,Female,Population Age 30-34,29,Projection,2024,37095
Hyde,2024,NHOther,Male,Population Age 40-44,85,Projection,2024,37095
Duplin,2024,NHWhite,Male,Population Age 15-19,667,Projection,2024,37061
Anson,2024,NHWhite,Male,Population Age 85+,98,Projection,2024,37007
Lenoir,2024,NHOther,Female,Population Age 45-49,746,Projection,2024,37107
Ashe,2024,NHWhite,Male,Population Age 50-54,768,Projection,2024,37009
Ashe,2024,NHOther,Male,Population Age 05-09,23,Projection,2024,37009
Polk,2024,NHOther,Male,Population Age 05-09,39,Projection,2024,37149
Jones,2024,NHOther,Female,Population Age 80-84,69,Projection,2024,37103
Buncombe,2024,Hispanic,Female,Population Age 65-69,255,Projection,2024,37021
Buncombe,2024,NHOther,Male,Population Age 10-14,1076,Projection,2024,37021
Buncombe,2024,NHOther,Male,Population Age 85+,163,Projection,2024,37021
Lincoln,2024,NHWhite,Female,Population Age 75-79,1923,Projection,2024,37109
Lincoln,2024,NHWhite,Male,Population Age 00-04,1862,Projection,2024,37109
Lincoln,2024,NHWhite,Male,Population Age 70-74,2200,Projection,2024,37109
Lincoln,2024,Hispanic,Male,Population Age 45-49,296,Projection,2024,37109
Ashe,2024,Hispanic,Female,Population Age 85+,10,Projection,2024,37009
Ashe,2024,NHOther,Male,Population Age 80-84,4,Projection,2024,37009
Cumberland,2024,NHOther,Female,Population Age 25-29,6552,Projection,2024,37051
McDowell,2024,Hispanic,Male,Population Age 35-39,62,Projection,2024,37111
Haywood,2024,Hispanic,Female,Population Age 40-44,124,Projection,2024,37087
Jones,2024,NHWhite,Female,Population Age 35-39,161,Projection,2024,37103
Jones,2024,Hispanic,Male,Population Age 55-59,11,Projection,2024,37103
Cabarrus,2024,NHWhite,Male,Population Age 80-84,1412,Projection,2024,37025
Cabarrus,2024,NHOther,Male,Population Age 40-44,3218,Projection,2024,37025
Avery,2024,NHWhite,Male,Population Age 05-09,269,Projection,2024,37011
Avery,2024,Hispanic,Male,Population Age 50-54,45,Projection,2024,37011
